Line Item ID,Chk#,Item Description,Sales Category,Regular Price,Qty,Line Total,Comp,Void,Fire Time
li_001848,chk_00478,Ranch Water,beverage,12,2,24,0,0,2026-01-13T08:38:00.000Z
li_001849,chk_00478,Club Sandwich,food,18,1,18,0,0,2026-01-13T08:41:00.000Z
li_001850,chk_00478,Tuna Tartare,food,22,1,22,0,0,2026-01-13T08:44:00.000Z
li_001851,chk_00478,Crab Cake,food,28,1,28,0,0,2026-01-13T08:47:00.000Z
li_001852,chk_00479,Cappuccino,beverage,6,1,6,0,0,2026-02-21T15:48:00.000Z
li_001853,chk_00479,Pulled Pork Sliders,food,17,1,17,0,0,2026-02-21T15:51:00.000Z
li_001854,chk_00479,Charcuterie Board,food,24,1,24,0,0,2026-02-21T15:54:00.000Z
li_001855,chk_00479,Cabernet Glass,beverage,16,2,32,0,0,2026-02-21T15:57:00.000Z
li_001856,chk_00479,Chicken Parmigiana,food,24,1,24,0,0,2026-02-21T16:00:00.000Z
li_001857,chk_00480,Paloma,beverage,13,2,26,0,0,2026-02-08T17:20:00.000Z
li_001858,chk_00480,Caesar Salad,food,16.5,1,16.5,1,0,2026-02-08T17:23:00.000Z
li_001859,chk_00481,Caesar Salad,food,16.5,1,16.5,0,0,2025-12-31T10:26:00.000Z
li_001860,chk_00481,Hot Dog,food,9,1,9,0,0,2025-12-31T10:29:00.000Z
li_001861,chk_00481,Cheese Pizza,food,16,1,16,0,0,2025-12-31T10:32:00.000Z
li_001862,chk_00481,Braised Short Ribs,food,34,1,34,0,0,2025-12-31T10:35:00.000Z
li_001863,chk_00481,Braised Short Ribs,food,34,1,34,0,0,2025-12-31T10:38:00.000Z
li_001864,chk_00482,Lobster Tail,food,48,1,48,0,0,2025-12-17T12:58:00.000Z
li_001865,chk_00482,Wings Basket,food,16,1,16,0,0,2025-12-17T13:01:00.000Z
li_001866,chk_00482,Michelob Ultra,beverage,7,1,7,0,0,2025-12-17T13:04:00.000Z
li_001867,chk_00482,Caesar Salad,food,16.5,1,16.5,0,0,2025-12-17T13:07:00.000Z
li_001868,chk_00482,Grilled Salmon,food,32,1,32,0,0,2025-12-17T13:10:00.000Z
li_001869,chk_00482,Gin and Tonic,beverage,12,1,12,0,0,2025-12-17T13:13:00.000Z
li_001870,chk_00483,Grilled Chicken,food,19,1,19,0,0,2026-01-26T20:07:00.000Z
li_001871,chk_00483,Chicken Parmigiana,food,24,1,24,0,0,2026-01-26T20:10:00.000Z
li_001872,chk_00483,Lobster Tail,food,48,1,48,0,0,2026-01-26T20:13:00.000Z
li_001873,chk_00484,Fish Tacos,food,20,1,20,0,0,2026-01-13T08:39:00.000Z
li_001874,chk_00484,Old Fashioned,beverage,15,2,30,0,0,2026-01-13T08:42:00.000Z
li_001875,chk_00484,Cheese Pizza,food,16,1,16,0,0,2026-01-13T08:45:00.000Z
li_001876,chk_00484,Lobster Tail,food,48,1,48,0,0,2026-01-13T08:48:00.000Z
li_001877,chk_00485,BLT Wrap,food,16,1,16,0,0,2026-02-21T15:48:00.000Z
li_001878,chk_00486,Craft IPA Draft,beverage,9,2,18,1,0,2026-02-08T17:20:00.000Z
li_001879,chk_00486,Cheese Pizza,food,16,1,16,1,0,2026-02-08T17:23:00.000Z
li_001880,chk_00487,Coors Light Draft,beverage,7,2,14,0,0,2026-02-21T15:10:00.000Z
li_001881,chk_00488,Aperol Spritz,beverage,14,2,28,0,0,2026-01-08T09:20:00.000Z
li_001882,chk_00488,Margarita,beverage,14,2,28,0,0,2026-01-08T09:23:00.000Z
li_001883,chk_00489,Iced Tea,beverage,4,1,4,0,0,2025-12-26T11:29:00.000Z
li_001884,chk_00489,Hot Dog,food,9,1,9,0,0,2025-12-26T11:32:00.000Z
li_001885,chk_00489,Craft IPA Draft,beverage,9,1,9,0,0,2025-12-26T11:35:00.000Z
li_001886,chk_00489,French Onion Soup,food,12,1,12,0,0,2025-12-26T11:38:00.000Z
li_001887,chk_00489,Pan-Seared Sea Bass,food,38,1,38,0,0,2025-12-26T11:41:00.000Z
li_001888,chk_00490,Hot Dog,food,9,1,9,0,0,2026-02-04T14:01:00.000Z
li_001889,chk_00490,Aperol Spritz,beverage,14,2,28,0,0,2026-02-04T14:04:00.000Z
li_001890,chk_00490,Shrimp Scampi,food,28,1,28,0,0,2026-02-04T14:07:00.000Z
li_001891,chk_00490,Cobb Salad,food,19,1,19,0,0,2026-02-04T14:10:00.000Z
li_001892,chk_00490,Caprese Salad,food,15,1,15,0,0,2026-02-04T14:13:00.000Z
li_001893,chk_00490,Wagyu Burger,food,21,1,21,0,0,2026-02-04T14:16:00.000Z
li_001894,chk_00491,Wings Basket,food,16,1,16,0,0,2026-01-21T20:10:00.000Z
li_001895,chk_00491,Coors Light Draft,beverage,7,1,7,0,0,2026-01-21T20:13:00.000Z
li_001896,chk_00491,Cabernet Glass,beverage,16,2,32,0,0,2026-01-21T20:16:00.000Z
li_001897,chk_00492,Sparkling Water,beverage,4,1,4,0,0,2026-03-02T09:42:00.000Z
li_001898,chk_00492,Fish Tacos,food,20,1,20,0,0,2026-03-02T09:45:00.000Z
li_001899,chk_00492,Caprese Salad,food,15,1,15,0,0,2026-03-02T09:48:00.000Z
li_001900,chk_00492,Sparkling Water,beverage,4,1,4,0,0,2026-03-02T09:51:00.000Z
li_001901,chk_00493,Grilled Salmon,food,32,1,32,1,0,2026-01-21T20:32:00.000Z
li_001902,chk_00493,Mushroom Risotto,food,26,1,26,0,0,2026-01-21T20:35:00.000Z
li_001903,chk_00493,Club Sandwich,food,18,1,18,0,0,2026-01-21T20:38:00.000Z
li_001904,chk_00494,Gin and Tonic,beverage,12,1,12,0,0,2026-03-02T14:42:00.000Z
li_001905,chk_00494,Michelob Ultra,beverage,7,2,14,0,0,2026-03-02T14:45:00.000Z
li_001906,chk_00494,Gin and Tonic,beverage,12,1,12,0,0,2026-03-02T14:48:00.000Z
li_001907,chk_00494,Charcuterie Board,food,24,1,24,0,0,2026-03-02T14:51:00.000Z
li_001908,chk_00494,Bloody Mary,beverage,14,2,28,0,0,2026-03-02T14:54:00.000Z
li_001909,chk_00494,Corona,beverage,8,2,16,0,0,2026-03-02T14:57:00.000Z
li_001910,chk_00495,Loaded Nachos,food,17,1,17,0,0,2026-02-16T16:13:00.000Z
li_001911,chk_00496,Moscow Mule,beverage,13,2,26,0,0,2026-01-04T09:23:00.000Z
li_001912,chk_00496,Wagyu Burger,food,21,1,21,0,0,2026-01-04T09:26:00.000Z
li_001913,chk_00497,Pan-Seared Sea Bass,food,38,1,38,0,0,2025-12-22T12:54:00.000Z
li_001914,chk_00497,Braised Short Ribs,food,34,1,34,0,0,2025-12-22T12:57:00.000Z
li_001915,chk_00497,Caesar Salad,food,16.5,1,16.5,0,0,2025-12-22T13:00:00.000Z
li_001916,chk_00497,Margarita,beverage,14,1,14,0,0,2025-12-22T13:03:00.000Z
li_001917,chk_00497,Pinot Noir Glass,beverage,15,2,30,0,0,2025-12-22T13:06:00.000Z
li_001918,chk_00497,Braised Short Ribs,food,34,1,34,0,0,2025-12-22T13:09:00.000Z
li_001919,chk_00498,Margarita,beverage,14,2,28,0,0,2026-01-30T19:04:00.000Z
li_001920,chk_00498,Shrimp Scampi,food,28,1,28,0,0,2026-01-30T19:07:00.000Z
li_001921,chk_00498,Cappuccino,beverage,6,1,6,0,0,2026-01-30T19:10:00.000Z
li_001922,chk_00498,Mimosa,beverage,12,1,12,0,0,2026-01-30T19:13:00.000Z
li_001923,chk_00498,Pinot Noir Glass,beverage,15,2,30,0,0,2026-01-30T19:16:00.000Z
li_001924,chk_00498,Wings Basket,food,16,1,16,0,0,2026-01-30T19:19:00.000Z
li_001925,chk_00499,Modelo Draft,beverage,8,2,16,0,0,2026-01-17T07:36:00.000Z
li_001926,chk_00499,Modelo Draft,beverage,8,2,16,0,0,2026-01-17T07:39:00.000Z
li_001927,chk_00499,Cheese Pizza,food,16,1,16,0,0,2026-01-17T07:42:00.000Z
li_001928,chk_00499,Filet Mignon,food,52,1,52,0,0,2026-01-17T07:45:00.000Z
li_001929,chk_00500,Modelo Draft,beverage,8,1,8,0,0,2026-02-25T14:45:00.000Z
li_001930,chk_00500,Gin and Tonic,beverage,12,1,12,0,0,2026-02-25T14:48:00.000Z
li_001931,chk_00500,Iced Tea,beverage,4,1,4,0,0,2026-02-25T14:51:00.000Z
li_001932,chk_00500,Wedge Salad,food,14,1,14,0,0,2026-02-25T14:54:00.000Z
li_001933,chk_00500,Ranch Water,beverage,12,2,24,0,0,2026-02-25T14:57:00.000Z
li_001934,chk_00501,Ranch Water,beverage,12,2,24,0,0,2025-12-22T12:55:00.000Z
li_001935,chk_00501,Cobb Salad,food,19,1,19,0,0,2025-12-22T12:58:00.000Z
li_001936,chk_00501,Cobb Salad,food,19,1,19,0,0,2025-12-22T13:01:00.000Z
li_001937,chk_00501,Sauvignon Blanc,beverage,13,1,13,0,0,2025-12-22T13:04:00.000Z
li_001938,chk_00501,Corona,beverage,8,1,8,0,0,2025-12-22T13:07:00.000Z
li_001939,chk_00501,Loaded Nachos,food,17,1,17,0,1,2025-12-22T13:10:00.000Z
li_001940,chk_00502,Iced Tea,beverage,4,1,4,0,0,2026-01-30T19:04:00.000Z
li_001941,chk_00502,Caesar Salad,food,16.5,1,16.5,0,0,2026-01-30T19:07:00.000Z
li_001942,chk_00502,Cappuccino,beverage,6,1,6,0,0,2026-01-30T19:10:00.000Z
li_001943,chk_00503,Paloma,beverage,13,1,13,0,0,2026-01-17T07:36:00.000Z
li_001944,chk_00503,French Onion Soup,food,12,1,12,0,0,2026-01-17T07:39:00.000Z
li_001945,chk_00503,Grilled Salmon,food,32,1,32,0,0,2026-01-17T07:42:00.000Z
li_001946,chk_00503,Cheese Pizza,food,16,1,16,0,0,2026-01-17T07:45:00.000Z
li_001947,chk_00504,NY Strip Steak,food,45,1,45,0,0,2026-02-25T14:45:00.000Z
li_001948,chk_00504,Tuna Tartare,food,22,1,22,0,0,2026-02-25T14:48:00.000Z
li_001949,chk_00504,Moscow Mule,beverage,13,2,26,0,0,2026-02-25T14:51:00.000Z
li_001950,chk_00504,Filet Mignon,food,52,1,52,0,0,2026-02-25T14:54:00.000Z
li_001951,chk_00504,Cheese Pizza,food,16,1,16,0,0,2026-02-25T14:57:00.000Z
li_001952,chk_00504,Loaded Nachos,food,17,1,17,0,0,2026-02-25T15:00:00.000Z
li_001953,chk_00505,Wings Basket,food,16,1,16,0,0,2026-02-12T17:17:00.000Z
li_001954,chk_00505,Old Fashioned,beverage,15,2,30,0,0,2026-02-12T17:20:00.000Z
li_001955,chk_00506,Grilled Salmon,food,32,1,32,0,0,2025-12-30T10:26:00.000Z
li_001956,chk_00506,Cheese Pizza,food,16,1,16,0,0,2025-12-30T10:29:00.000Z
li_001957,chk_00506,Iced Tea,beverage,4,2,8,0,0,2025-12-30T10:32:00.000Z
li_001958,chk_00506,Caprese Salad,food,15,1,15,0,0,2025-12-30T10:35:00.000Z
li_001959,chk_00506,Pinot Noir Glass,beverage,15,2,30,0,0,2025-12-30T10:38:00.000Z
li_001960,chk_00507,Arnold Palmer,beverage,5,2,10,0,0,2025-12-17T12:58:00.000Z
li_001961,chk_00507,Club Sandwich,food,18,1,18,0,0,2025-12-17T13:01:00.000Z
li_001962,chk_00507,Charcuterie Board,food,24,1,24,0,0,2025-12-17T13:04:00.000Z
li_001963,chk_00507,Loaded Nachos,food,17,1,17,0,0,2025-12-17T13:07:00.000Z
li_001964,chk_00507,Lobster Tail,food,48,1,48,0,0,2025-12-17T13:10:00.000Z
li_001965,chk_00507,BLT Wrap,food,16,1,16,0,0,2025-12-17T13:13:00.000Z
li_001966,chk_00508,Pan-Seared Sea Bass,food,38,1,38,0,0,2026-01-13T17:17:00.000Z
li_001967,chk_00508,Arnold Palmer,beverage,5,2,10,0,0,2026-01-13T17:20:00.000Z
li_001968,chk_00509,Shrimp Scampi,food,28,1,28,0,0,2025-12-30T10:26:00.000Z
li_001969,chk_00509,Tuna Tartare,food,22,1,22,0,0,2025-12-30T10:29:00.000Z
li_001970,chk_00509,French Onion Soup,food,12,1,12,0,0,2025-12-30T10:32:00.000Z
li_001971,chk_00509,Turkey Club,food,18,1,18,0,0,2025-12-30T10:35:00.000Z
li_001972,chk_00509,Garden Salad,food,12,1,12,0,0,2025-12-30T10:38:00.000Z
li_001973,chk_00510,Grilled Chicken,food,19,1,19,0,0,2026-02-08T12:58:00.000Z
li_001974,chk_00510,Filet Mignon,food,52,1,52,0,0,2026-02-08T13:01:00.000Z
li_001975,chk_00510,Charcuterie Board,food,24,1,24,0,0,2026-02-08T13:04:00.000Z
li_001976,chk_00510,Michelob Ultra,beverage,7,2,14,0,0,2026-02-08T13:07:00.000Z
li_001977,chk_00510,Pulled Pork Sliders,food,17,1,17,0,0,2026-02-08T13:10:00.000Z
li_001978,chk_00510,Garden Salad,food,12,1,12,0,0,2026-02-08T13:13:00.000Z
li_001979,chk_00511,Fish Tacos,food,20,1,20,0,0,2026-01-26T20:07:00.000Z
li_001980,chk_00511,Mushroom Risotto,food,26,1,26,0,0,2026-01-26T20:10:00.000Z
li_001981,chk_00511,Whiskey Sour,beverage,14,1,14,0,0,2026-01-26T20:13:00.000Z
li_001982,chk_00512,Club Sandwich,food,18,1,18,0,0,2026-03-06T08:39:00.000Z
li_001983,chk_00512,Crab Cake,food,28,1,28,0,0,2026-03-06T08:42:00.000Z
li_001984,chk_00512,Cheese Pizza,food,16,1,16,1,0,2026-03-06T08:45:00.000Z
li_001985,chk_00512,Fish Tacos,food,20,1,20,0,0,2026-03-06T08:48:00.000Z
li_001986,chk_00513,Ranch Water,beverage,12,2,24,0,0,2026-03-06T13:39:00.000Z
li_001987,chk_00513,BLT Wrap,food,16,1,16,0,0,2026-03-06T13:42:00.000Z
li_001988,chk_00513,Shrimp Scampi,food,28,1,28,0,0,2026-03-06T13:45:00.000Z
li_001989,chk_00513,Loaded Nachos,food,17,1,17,0,0,2026-03-06T13:48:00.000Z
li_001990,chk_00514,Michelob Ultra,beverage,7,2,14,0,0,2026-02-21T15:10:00.000Z
li_001991,chk_00515,Fish Tacos,food,20,1,20,0,0,2026-01-08T09:20:00.000Z
li_001992,chk_00515,Hot Dog,food,9,1,9,0,0,2026-01-08T09:23:00.000Z
li_001993,chk_00516,Tuna Tartare,food,22,1,22,1,0,2025-12-26T11:52:00.000Z
li_001994,chk_00516,French Onion Soup,food,12,1,12,0,0,2025-12-26T11:55:00.000Z
li_001995,chk_00516,Bloody Mary,beverage,14,1,14,0,0,2025-12-26T11:58:00.000Z
li_001996,chk_00516,BLT Wrap,food,16,1,16,0,0,2025-12-26T12:01:00.000Z
li_001997,chk_00516,NY Strip Steak,food,45,1,45,0,0,2025-12-26T12:04:00.000Z
li_001998,chk_00517,Modelo Draft,beverage,8,1,8,0,0,2026-02-03T19:01:00.000Z
li_001999,chk_00517,Shrimp Scampi,food,28,1,28,0,0,2026-02-03T19:04:00.000Z
li_002000,chk_00517,Caprese Salad,food,15,1,15,0,0,2026-02-03T19:07:00.000Z
li_002001,chk_00517,Cobb Salad,food,19,1,19,0,0,2026-02-03T19:10:00.000Z
li_002002,chk_00517,Paloma,beverage,13,2,26,0,0,2026-02-03T19:13:00.000Z
li_002003,chk_00517,Cheese Pizza,food,16,1,16,0,0,2026-02-03T19:16:00.000Z
li_002004,chk_00518,Arnold Palmer,beverage,5,2,10,0,0,2026-01-21T20:33:00.000Z
li_002005,chk_00518,Espresso,beverage,5,2,10,0,0,2026-01-21T20:36:00.000Z
li_002006,chk_00518,Grilled Chicken,food,19,1,19,0,0,2026-01-21T20:39:00.000Z
li_002007,chk_00519,Grilled Salmon,food,32,1,32,0,0,2026-03-01T14:42:00.000Z
li_002008,chk_00519,Loaded Nachos,food,17,1,17,0,0,2026-03-01T14:45:00.000Z
li_002009,chk_00519,Michelob Ultra,beverage,7,1,7,0,0,2026-03-01T14:48:00.000Z
li_002010,chk_00519,Lobster Tail,food,48,1,48,0,0,2026-03-01T14:51:00.000Z
li_002011,chk_00520,Coors Light Draft,beverage,7,1,7,0,0,2026-02-16T16:14:00.000Z
li_002012,chk_00521,Modelo Draft,beverage,8,2,16,0,0,2026-02-03T19:01:00.000Z
li_002013,chk_00521,Pulled Pork Sliders,food,17,1,17,0,0,2026-02-03T19:04:00.000Z
li_002014,chk_00522,NY Strip Steak,food,45,1,45,0,0,2026-01-21T20:33:00.000Z
li_002015,chk_00522,Modelo Draft,beverage,8,1,8,0,0,2026-01-21T20:36:00.000Z
li_002016,chk_00522,Mushroom Risotto,food,26,1,26,0,0,2026-01-21T20:39:00.000Z
li_002017,chk_00523,Fish Tacos,food,20,1,20,0,0,2026-03-01T14:42:00.000Z
li_002018,chk_00523,Aperol Spritz,beverage,14,2,28,0,0,2026-03-01T14:45:00.000Z
li_002019,chk_00523,Tuna Tartare,food,22,1,22,0,0,2026-03-01T14:48:00.000Z
li_002020,chk_00523,Charcuterie Board,food,24,1,24,0,0,2026-03-01T14:51:00.000Z
li_002021,chk_00523,Modelo Draft,beverage,8,2,16,0,0,2026-03-01T14:54:00.000Z
li_002022,chk_00523,Braised Short Ribs,food,34,1,34,0,0,2026-03-01T14:57:00.000Z
li_002023,chk_00524,Arnold Palmer,beverage,5,2,10,0,0,2026-02-16T16:14:00.000Z
li_002024,chk_00525,Pulled Pork Sliders,food,17,1,17,0,0,2026-01-04T09:23:00.000Z
li_002025,chk_00525,Shrimp Scampi,food,28,1,28,0,0,2026-01-04T09:26:00.000Z
li_002026,chk_00525,Chicken Parmigiana,food,24,1,24,0,1,2026-01-04T09:29:00.000Z
li_002027,chk_00525,Shrimp Scampi,food,28,1,28,0,0,2026-01-04T09:32:00.000Z
li_002028,chk_00525,Wings Basket,food,16,1,16,0,0,2026-01-04T09:35:00.000Z
li_002029,chk_00526,Cappuccino,beverage,6,1,6,0,0,2025-12-21T12:55:00.000Z
li_002030,chk_00526,Club Sandwich,food,18,1,18,0,0,2025-12-21T12:58:00.000Z
li_002031,chk_00526,Turkey Club,food,18,1,18,0,0,2025-12-21T13:01:00.000Z
li_002032,chk_00526,Cheese Pizza,food,16,1,16,0,0,2025-12-21T13:04:00.000Z
li_002033,chk_00526,Grilled Salmon,food,32,1,32,0,0,2025-12-21T13:07:00.000Z
li_002034,chk_00526,Gin and Tonic,beverage,12,2,24,0,0,2025-12-21T13:10:00.000Z
li_002035,chk_00527,Caesar Salad,food,16.5,1,16.5,0,0,2026-01-30T19:04:00.000Z
li_002036,chk_00527,Wagyu Burger,food,21,1,21,0,0,2026-01-30T19:07:00.000Z
li_002037,chk_00527,Whiskey Sour,beverage,14,2,28,0,0,2026-01-30T19:10:00.000Z
li_002038,chk_00528,Aperol Spritz,beverage,14,1,14,0,0,2026-01-03T09:23:00.000Z
li_002039,chk_00528,Club Sandwich,food,18,1,18,0,0,2026-01-03T09:26:00.000Z
li_002040,chk_00528,BLT Wrap,food,16,1,16,0,0,2026-01-03T09:29:00.000Z
li_002041,chk_00528,Chardonnay Glass,beverage,14,1,14,0,0,2026-01-03T09:32:00.000Z
li_002042,chk_00528,Filet Mignon,food,52,1,52,0,0,2026-01-03T09:35:00.000Z
li_002043,chk_00529,Grilled Salmon,food,32,1,32,0,0,2026-02-12T12:55:00.000Z
li_002044,chk_00529,Grilled Chicken,food,19,1,19,0,0,2026-02-12T12:58:00.000Z
li_002045,chk_00529,Wedge Salad,food,14,1,14,0,0,2026-02-12T13:01:00.000Z
li_002046,chk_00529,Caprese Salad,food,15,1,15,0,0,2026-02-12T13:04:00.000Z
li_002047,chk_00529,Pinot Noir Glass,beverage,15,2,30,0,0,2026-02-12T13:07:00.000Z
li_002048,chk_00529,Chardonnay Glass,beverage,14,2,28,0,0,2026-02-12T13:10:00.000Z
li_002049,chk_00530,Modelo Draft,beverage,8,1,8,0,0,2026-01-30T19:04:00.000Z
li_002050,chk_00530,NY Strip Steak,food,45,1,45,0,0,2026-01-30T19:07:00.000Z
li_002051,chk_00530,Modelo Draft,beverage,8,2,16,0,0,2026-01-30T19:10:00.000Z
li_002052,chk_00531,Coors Light Draft,beverage,7,2,14,0,0,2025-12-17T07:36:00.000Z
li_002053,chk_00531,Chardonnay Glass,beverage,14,1,14,0,0,2025-12-17T07:39:00.000Z
li_002054,chk_00531,Arnold Palmer,beverage,5,2,10,0,0,2025-12-17T07:42:00.000Z
li_002055,chk_00531,Moscow Mule,beverage,13,2,26,0,0,2025-12-17T07:45:00.000Z
li_002056,chk_00532,Moscow Mule,beverage,13,2,26,0,0,2026-02-25T15:45:00.000Z
li_002057,chk_00532,Shrimp Scampi,food,28,1,28,0,0,2026-02-25T15:48:00.000Z
li_002058,chk_00532,Pulled Pork Sliders,food,17,1,17,0,0,2026-02-25T15:51:00.000Z
li_002059,chk_00532,Mushroom Risotto,food,26,1,26,0,0,2026-02-25T15:54:00.000Z
li_002060,chk_00532,Iced Tea,beverage,4,2,8,0,0,2026-02-25T15:57:00.000Z
li_002061,chk_00532,Turkey Club,food,18,1,18,0,0,2026-02-25T16:00:00.000Z
li_002062,chk_00533,BLT Wrap,food,16,1,16,0,0,2026-02-25T15:07:00.000Z
li_002063,chk_00533,Chicken Parmigiana,food,24,1,24,0,0,2026-02-25T15:10:00.000Z
li_002064,chk_00533,Braised Short Ribs,food,34,1,34,0,0,2026-02-25T15:13:00.000Z
li_002065,chk_00533,Wagyu Burger,food,21,1,21,0,0,2026-02-25T15:16:00.000Z
li_002066,chk_00533,Cabernet Glass,beverage,16,1,16,0,0,2026-02-25T15:19:00.000Z
li_002067,chk_00533,Braised Short Ribs,food,34,1,34,0,0,2026-02-25T15:22:00.000Z
li_002068,chk_00534,Cheese Pizza,food,16,1,16,0,0,2026-01-12T08:17:00.000Z
li_002069,chk_00534,Grilled Chicken,food,19,1,19,0,0,2026-01-12T08:20:00.000Z
li_002070,chk_00535,Garden Salad,food,12,1,12,0,0,2025-12-30T10:49:00.000Z
li_002071,chk_00535,Lobster Tail,food,48,1,48,0,0,2025-12-30T10:52:00.000Z
li_002072,chk_00535,Chardonnay Glass,beverage,14,2,28,0,0,2025-12-30T10:55:00.000Z
li_002073,chk_00535,Loaded Nachos,food,17,1,17,0,0,2025-12-30T10:58:00.000Z
li_002074,chk_00535,Wings Basket,food,16,1,16,0,0,2025-12-30T11:01:00.000Z
li_002075,chk_00536,Moscow Mule,beverage,13,1,13,0,0,2026-02-07T17:58:00.000Z
li_002076,chk_00536,Caprese Salad,food,15,1,15,0,0,2026-02-07T18:01:00.000Z
li_002077,chk_00536,Caprese Salad,food,15,1,15,0,0,2026-02-07T18:04:00.000Z
li_002078,chk_00536,Cappuccino,beverage,6,2,12,1,0,2026-02-07T18:07:00.000Z
li_002079,chk_00536,Club Sandwich,food,18,1,18,0,0,2026-02-07T18:10:00.000Z
li_002080,chk_00536,Hot Dog,food,9,1,9,0,0,2026-02-07T18:13:00.000Z
li_002081,chk_00537,Lobster Tail,food,48,1,48,0,0,2026-01-25T20:30:00.000Z
li_002082,chk_00537,NY Strip Steak,food,45,1,45,0,0,2026-01-25T20:33:00.000Z
li_002083,chk_00537,Crab Cake,food,28,1,28,0,0,2026-01-25T20:36:00.000Z
li_002084,chk_00538,Wings Basket,food,16,1,16,0,0,2026-01-25T20:30:00.000Z
li_002085,chk_00538,Coors Light Draft,beverage,7,1,7,0,0,2026-01-25T20:33:00.000Z
li_002086,chk_00538,Pan-Seared Sea Bass,food,38,1,38,0,0,2026-01-25T20:36:00.000Z
li_002087,chk_00539,Braised Short Ribs,food,34,1,34,0,0,2026-03-05T13:39:00.000Z
li_002088,chk_00539,Loaded Nachos,food,17,1,17,0,0,2026-03-05T13:42:00.000Z
li_002089,chk_00539,Michelob Ultra,beverage,7,2,14,1,0,2026-03-05T13:45:00.000Z
li_002090,chk_00539,Chicken Parmigiana,food,24,1,24,0,0,2026-03-05T13:48:00.000Z
li_002091,chk_00539,Modelo Draft,beverage,8,2,16,0,0,2026-03-05T13:51:00.000Z
li_002092,chk_00539,Wings Basket,food,16,1,16,0,0,2026-03-05T13:54:00.000Z
li_002093,chk_00540,Arnold Palmer,beverage,5,2,10,0,0,2026-02-20T15:11:00.000Z
li_002094,chk_00541,Chicken Parmigiana,food,24,1,24,0,0,2026-01-08T09:20:00.000Z
li_002095,chk_00541,Cabernet Glass,beverage,16,1,16,0,0,2026-01-08T09:23:00.000Z
li_002096,chk_00541,Wedge Salad,food,14,1,14,0,0,2026-01-08T09:26:00.000Z
li_002097,chk_00541,Coors Light Draft,beverage,7,1,7,0,0,2026-01-08T09:29:00.000Z
li_002098,chk_00542,Michelob Ultra,beverage,7,2,14,0,0,2025-12-25T11:52:00.000Z
li_002099,chk_00542,Sparkling Water,beverage,4,2,8,0,0,2025-12-25T11:55:00.000Z
li_002100,chk_00542,Caesar Salad,food,16.5,1,16.5,0,0,2025-12-25T11:58:00.000Z
li_002101,chk_00542,Hot Dog,food,9,1,9,0,0,2025-12-25T12:01:00.000Z
li_002102,chk_00542,BLT Wrap,food,16,1,16,0,0,2025-12-25T12:04:00.000Z
li_002103,chk_00543,Cappuccino,beverage,6,2,12,0,0,2026-02-03T19:01:00.000Z
li_002104,chk_00543,Fish Tacos,food,20,1,20,0,0,2026-02-03T19:04:00.000Z
li_002105,chk_00544,Caprese Salad,food,15,1,15,0,0,2026-01-21T20:33:00.000Z
li_002106,chk_00544,Iced Tea,beverage,4,2,8,0,0,2026-01-21T20:36:00.000Z
li_002107,chk_00544,Fish Tacos,food,20,1,20,0,0,2026-01-21T20:39:00.000Z
li_002108,chk_00545,Espresso,beverage,5,2,10,0,0,2026-02-16T11:52:00.000Z
li_002109,chk_00545,Tuna Tartare,food,22,1,22,0,0,2026-02-16T11:55:00.000Z
li_002110,chk_00545,Iced Tea,beverage,4,2,8,0,1,2026-02-16T11:58:00.000Z
li_002111,chk_00545,Shrimp Scampi,food,28,1,28,0,0,2026-02-16T12:01:00.000Z
li_002112,chk_00545,Fish Tacos,food,20,1,20,0,0,2026-02-16T12:04:00.000Z
li_002113,chk_00545,Sparkling Water,beverage,4,1,4,1,0,2026-02-16T12:07:00.000Z
li_002114,chk_00546,Charcuterie Board,food,24,1,24,0,0,2026-02-03T19:01:00.000Z
li_002115,chk_00546,Grilled Chicken,food,19,1,19,1,0,2026-02-03T19:04:00.000Z
li_002116,chk_00547,Tuna Tartare,food,22,1,22,0,0,2025-12-21T20:33:00.000Z
li_002117,chk_00547,Whiskey Sour,beverage,14,1,14,0,0,2025-12-21T20:36:00.000Z
li_002118,chk_00547,Garden Salad,food,12,1,12,0,0,2025-12-21T20:39:00.000Z
li_002119,chk_00548,Caprese Salad,food,15,1,15,1,0,2026-03-01T14:43:00.000Z
li_002120,chk_00548,Tuna Tartare,food,22,1,22,0,0,2026-03-01T14:46:00.000Z
li_002121,chk_00548,Arnold Palmer,beverage,5,2,10,0,0,2026-03-01T14:49:00.000Z
li_002122,chk_00548,Garden Salad,food,12,1,12,0,0,2026-03-01T14:52:00.000Z
li_002123,chk_00548,Chicken Parmigiana,food,24,1,24,0,0,2026-03-01T14:55:00.000Z
li_002124,chk_00548,Hot Dog,food,9,1,9,0,0,2026-03-01T14:58:00.000Z
li_002125,chk_00549,Cappuccino,beverage,6,1,6,0,0,2026-02-16T16:14:00.000Z
li_002126,chk_00550,Craft IPA Draft,beverage,9,2,18,0,0,2026-01-03T09:24:00.000Z
li_002127,chk_00550,Cabernet Glass,beverage,16,2,32,0,0,2026-01-03T09:27:00.000Z
li_002128,chk_00550,Turkey Club,food,18,1,18,0,0,2026-01-03T09:30:00.000Z
li_002129,chk_00550,Michelob Ultra,beverage,7,1,7,0,0,2026-01-03T09:33:00.000Z
