Payment ID,Chk#,Settlement Method,Amount,Settlement Time,Split
pay_000395,chk_00395,credit_card,133.38,2026-01-09 09:17:00,0
pay_000396,chk_00396,credit_card,23.65,2026-02-18 17:59:00,0
pay_000397,chk_00397,member_charge,71.4,2026-02-05 19:39:00,0
pay_000398,chk_00398,member_charge,109.47,2025-12-23 12:20:00,0
pay_000399,chk_00399,member_charge,74.96,2026-02-04 19:01:00,0
pay_000400,chk_00400,member_charge,189.57,2025-12-23 12:21:00,0
pay_000401,chk_00401,cash,214.2,2026-03-03 15:24:00,0
pay_000402,chk_00402,cash,117.85,2026-01-18 07:42:00,0
pay_000403,chk_00403,credit_card,145.67,2026-01-05 10:23:00,0
pay_000404,chk_00404,credit_card,49.34,2026-02-13 18:05:00,0
pay_000405,chk_00405,member_charge,85.48,2026-01-31 20:46:00,0
pay_000406,chk_00406,credit_card,201.59,2025-12-19 13:27:00,0
pay_000407,chk_00407,cash,227.45,2026-02-26 15:08:00,0
pay_000408,chk_00408,credit_card,145.67,2026-02-26 10:45:00,0
pay_000409,chk_00409,credit_card,49.34,2026-02-13 18:05:00,0
pay_000410,chk_00410,member_charge,86.13,2026-01-01 20:07:00,0
pay_000411,chk_00411,credit_card,201.59,2025-12-18 13:27:00,0
pay_000412,chk_00412,cash,227.45,2026-01-27 15:30:00,0
pay_000413,chk_00413,member_charge,130.5,2026-01-14 08:49:00,0
pay_000414,chk_00414,cash,95.09,2026-01-27 20:31:00,0
pay_000415,chk_00415,credit_card,130.5,2026-01-13 09:11:00,0
pay_000416,chk_00416,credit_card,145.13,2026-02-22 16:53:00,1
pay_000417,chk_00417,member_charge,60.72,2026-02-09 18:33:00,0
pay_000418,chk_00418,member_charge,79.05,2025-12-27 12:14:00,0
pay_000419,chk_00419,cash,197.6,2026-03-07 14:55:00,1
pay_000420,chk_00420,member_charge,169.55,2025-12-27 12:15:00,0
pay_000421,chk_00421,cash,204,2026-03-07 14:55:00,0
pay_000422,chk_00422,cash,107.49,2026-01-22 21:37:00,0
pay_000423,chk_00423,credit_card,134.62,2026-01-09 09:17:00,0
pay_000424,chk_00424,credit_card,38.91,2026-02-17 17:59:00,0
pay_000425,chk_00425,member_charge,74.96,2026-02-04 19:40:00,0
pay_000426,chk_00426,member_charge,190.91,2025-12-23 12:21:00,0
pay_000427,chk_00427,cash,215.48,2026-03-02 15:02:00,0
pay_000428,chk_00428,cash,117.85,2026-01-18 07:42:00,1
pay_000429,chk_00429,credit_card,38.91,2026-02-17 17:59:00,0
pay_000430,chk_00430,member_charge,74.96,2026-01-05 19:01:00,0
pay_000431,chk_00431,member_charge,190.91,2025-12-23 12:21:00,0
pay_000432,chk_00432,cash,215.48,2026-01-31 15:24:00,0
pay_000433,chk_00433,cash,117.85,2026-01-18 07:43:00,0
pay_000434,chk_00434,credit_card,145.67,2026-02-26 10:47:00,0
pay_000435,chk_00435,cash,50.6,2026-02-13 19:05:00,0
pay_000436,chk_00436,member_charge,87.45,2026-01-31 20:08:00,0
pay_000437,chk_00437,credit_card,119.14,2026-01-18 08:05:00,0
pay_000438,chk_00438,credit_card,146.91,2026-02-26 15:47:00,0
pay_000439,chk_00439,member_charge,50.6,2026-02-13 18:27:00,0
pay_000440,chk_00440,member_charge,87.45,2025-12-31 11:08:00,0
pay_000441,chk_00441,cash,202.92,2025-12-18 13:49:00,0
pay_000442,chk_00442,cash,228.73,2026-01-26 20:31:00,0
pay_000443,chk_00443,cash,192.28,2025-12-18 13:49:00,0
pay_000444,chk_00444,cash,86.38,2026-01-26 21:31:00,0
pay_000445,chk_00445,credit_card,124.74,2026-01-13 09:11:00,0
pay_000446,chk_00446,credit_card,28.87,2026-02-22 16:53:00,0
pay_000447,chk_00447,member_charge,63.95,2026-02-08 18:34:00,0
pay_000448,chk_00448,member_charge,178.88,2025-12-27 12:15:00,1
pay_000449,chk_00449,cash,205.28,2026-03-07 14:55:00,0
pay_000450,chk_00450,cash,107.49,2026-01-22 21:37:00,0
pay_000451,chk_00451,credit_card,142.25,2026-01-09 09:17:00,0
pay_000452,chk_00452,credit_card,155.43,2026-02-17 17:59:00,0
pay_000453,chk_00453,member_charge,63.95,2026-01-09 17:55:00,0
pay_000454,chk_00454,member_charge,170.88,2025-12-27 12:15:00,0
pay_000455,chk_00455,cash,205.28,2026-02-04 15:18:00,0
pay_000456,chk_00456,cash,107.49,2026-01-22 21:38:00,0
pay_000457,chk_00457,credit_card,134.62,2026-01-09 10:41:00,0
pay_000458,chk_00458,credit_card,40.16,2026-02-17 17:59:00,0
pay_000459,chk_00459,member_charge,76.27,2026-02-04 19:02:00,0
pay_000460,chk_00460,member_charge,190.91,2025-12-22 12:21:00,0
pay_000461,chk_00461,credit_card,135.85,2026-03-02 15:41:00,1
pay_000462,chk_00462,cash,40.16,2026-02-17 17:21:00,0
pay_000463,chk_00463,member_charge,76.27,2026-01-04 10:02:00,0
pay_000464,chk_00464,cash,192.24,2025-12-22 12:43:00,0
pay_000465,chk_00465,cash,218.45,2026-01-31 20:25:00,0
pay_000466,chk_00466,cash,119.14,2026-01-17 07:43:00,0
pay_000467,chk_00467,credit_card,146.91,2026-02-26 10:47:00,0
pay_000468,chk_00468,cash,51.87,2026-02-13 19:06:00,0
pay_000469,chk_00469,member_charge,88.78,2025-12-31 20:09:00,0
pay_000470,chk_00470,credit_card,202.92,2025-12-18 13:27:00,0
pay_000471,chk_00471,cash,84.81,2026-01-30 20:25:00,0
pay_000472,chk_00472,credit_card,124.16,2026-01-17 08:05:00,1
pay_000473,chk_00473,credit_card,221.61,2026-02-26 15:47:00,0
pay_000474,chk_00474,member_charge,53.51,2026-02-12 18:28:00,0
pay_000475,chk_00475,member_charge,168.28,2025-12-31 11:09:00,0
pay_000476,chk_00476,cash,204.26,2025-12-18 13:49:00,0
pay_000477,chk_00477,cash,230.02,2026-01-26 21:31:00,0
pay_000478,chk_00478,credit_card,131.81,2026-01-13 09:11:00,0
pay_000479,chk_00479,credit_card,145.39,2026-02-21 16:53:00,0
pay_000480,chk_00480,member_charge,63.25,2026-02-08 18:35:00,0
pay_000481,chk_00481,member_charge,160.28,2025-12-31 11:09:00,0
pay_000482,chk_00482,cash,193.55,2025-12-17 14:13:00,0
pay_000483,chk_00483,cash,86.38,2026-01-26 21:32:00,0
pay_000484,chk_00484,credit_card,124.74,2026-01-13 09:35:00,0
pay_000485,chk_00485,credit_card,30.12,2026-02-21 16:53:00,0
pay_000486,chk_00486,member_charge,65.25,2026-02-08 17:56:00,0
pay_000487,chk_00487,cash,30.12,2026-02-21 16:15:00,0
pay_000488,chk_00488,member_charge,65.25,2026-01-08 09:56:00,0
pay_000489,chk_00489,member_charge,171.2,2025-12-26 12:15:00,0
pay_000490,chk_00490,cash,206.55,2026-02-04 15:19:00,0
pay_000491,chk_00491,cash,108.78,2026-01-21 21:38:00,0
pay_000492,chk_00492,credit_card,136.95,2026-03-02 10:41:00,0
pay_000493,chk_00493,member_charge,112.14,2026-01-21 22:00:00,0
pay_000494,chk_00494,credit_card,211.65,2026-03-02 15:41:00,0
pay_000495,chk_00495,cash,41.42,2026-02-16 17:22:00,1
pay_000496,chk_00496,member_charge,77.59,2026-01-04 10:03:00,0
pay_000497,chk_00497,cash,193.58,2025-12-22 13:43:00,0
pay_000498,chk_00498,cash,219.74,2026-01-30 20:25:00,0
pay_000499,chk_00499,credit_card,120.44,2026-01-17 08:06:00,0
pay_000500,chk_00500,credit_card,148.16,2026-02-25 15:47:00,0
pay_000501,chk_00501,cash,183.43,2025-12-22 14:07:00,0
pay_000502,chk_00502,cash,86.1,2026-01-30 20:26:00,0
pay_000503,chk_00503,credit_card,124.16,2026-01-17 08:29:00,0
pay_000504,chk_00504,credit_card,222.86,2026-02-25 15:47:00,0
pay_000505,chk_00505,member_charge,54.81,2026-02-12 18:29:00,0
pay_000506,chk_00506,member_charge,160.28,2025-12-30 11:09:00,0
pay_000507,chk_00507,cash,193.55,2025-12-17 13:51:00,0
pay_000508,chk_00508,member_charge,54.81,2026-01-13 17:50:00,0
pay_000509,chk_00509,member_charge,161.6,2025-12-30 11:09:00,0
pay_000510,chk_00510,cash,194.81,2026-02-08 14:13:00,1
pay_000511,chk_00511,cash,87.66,2026-01-26 21:32:00,0
pay_000512,chk_00512,credit_card,125.97,2026-03-06 09:35:00,0
pay_000513,chk_00513,credit_card,125.97,2026-03-06 14:35:00,0
pay_000514,chk_00514,cash,31.38,2026-02-21 16:16:00,1
pay_000515,chk_00515,member_charge,67.07,2026-01-08 09:57:00,0
pay_000516,chk_00516,credit_card,171.2,2025-12-26 12:38:00,0
pay_000517,chk_00517,cash,207.83,2026-02-03 20:19:00,0
pay_000518,chk_00518,member_charge,110.08,2026-01-21 22:01:00,0
pay_000519,chk_00519,credit_card,138.2,2026-03-01 15:41:00,0
pay_000520,chk_00520,cash,42.67,2026-02-16 17:23:00,0
pay_000521,chk_00521,cash,75.23,2026-02-03 20:20:00,0
pay_000522,chk_00522,member_charge,113.48,2026-01-21 22:01:00,0
pay_000523,chk_00523,credit_card,212.9,2026-03-01 15:41:00,0
pay_000524,chk_00524,cash,44.03,2026-02-16 17:23:00,0
pay_000525,chk_00525,member_charge,156.49,2026-01-04 10:03:00,0
pay_000526,chk_00526,cash,183.43,2025-12-21 13:45:00,0
pay_000527,chk_00527,cash,87.38,2026-01-30 20:26:00,0
pay_000528,chk_00528,member_charge,157.8,2026-01-03 10:03:00,1
pay_000529,chk_00529,cash,184.69,2026-02-12 14:07:00,0
pay_000530,chk_00530,cash,87.38,2026-01-30 20:26:00,0
pay_000531,chk_00531,credit_card,125.49,2025-12-17 08:29:00,0
pay_000532,chk_00532,credit_card,224.1,2026-02-25 16:48:00,0
pay_000533,chk_00533,cash,224.1,2026-02-25 16:10:00,0
pay_000534,chk_00534,member_charge,56.12,2026-01-12 08:51:00,1
pay_000535,chk_00535,credit_card,161.6,2025-12-30 11:32:00,0
pay_000536,chk_00536,cash,196.35,2026-02-07 19:13:00,0
pay_000537,chk_00537,member_charge,88.95,2026-01-25 21:55:00,0
pay_000538,chk_00538,member_charge,102.03,2026-01-25 21:55:00,0
pay_000539,chk_00539,credit_card,201.31,2026-03-05 14:35:00,0
pay_000540,chk_00540,cash,33.67,2026-02-20 16:17:00,0
pay_000541,chk_00541,member_charge,145.97,2026-01-08 09:57:00,0
pay_000542,chk_00542,credit_card,171.94,2025-12-25 12:39:00,0
pay_000543,chk_00543,cash,76.5,2026-02-03 20:20:00,0
pay_000544,chk_00544,member_charge,114.81,2026-01-21 22:01:00,0
pay_000545,chk_00545,credit_card,173.19,2026-02-16 13:01:00,0
pay_000546,chk_00546,cash,76.5,2026-02-03 20:20:00,0
pay_000547,chk_00547,member_charge,114.81,2025-12-21 21:23:00,0
pay_000548,chk_00548,credit_card,214.14,2026-03-01 15:43:00,0
pay_000549,chk_00549,cash,45.33,2026-02-16 16:45:00,0
pay_000550,chk_00550,member_charge,157.8,2026-01-03 10:04:00,0
pay_000551,chk_00551,cash,184.69,2025-12-21 14:07:00,0
pay_000552,chk_00552,member_charge,45.33,2026-01-16 07:45:00,0
pay_000553,chk_00553,credit_card,157.8,2026-01-03 10:26:00,0
pay_000554,chk_00554,cash,184.69,2026-02-11 19:07:00,1
pay_000555,chk_00555,member_charge,88.67,2026-01-29 20:49:00,0
pay_000556,chk_00556,credit_card,126.83,2025-12-17 13:29:00,1
pay_000557,chk_00557,credit_card,191.43,2025-12-17 13:29:00,0
pay_000558,chk_00558,cash,23.13,2026-02-24 16:11:00,0
pay_000559,chk_00559,member_charge,134.42,2026-01-12 08:51:00,0
pay_000560,chk_00560,credit_card,153.9,2025-12-29 11:33:00,0
pay_000561,chk_00561,cash,66.3,2026-02-07 20:14:00,0
pay_000562,chk_00562,member_charge,100.23,2026-01-25 21:55:00,0
pay_000563,chk_00563,credit_card,128.44,2026-03-05 14:35:00,0
pay_000564,chk_00564,cash,32.63,2026-02-20 16:17:00,0
pay_000565,chk_00565,cash,66.3,2026-02-07 20:15:00,0
pay_000566,chk_00566,member_charge,103.35,2026-01-25 21:17:00,0
pay_000567,chk_00567,credit_card,202.54,2026-03-05 14:37:00,0
pay_000568,chk_00568,cash,34.97,2026-02-20 15:39:00,0
pay_000569,chk_00569,member_charge,147.28,2026-01-07 09:58:00,1
pay_000570,chk_00570,credit_card,173.19,2025-12-25 13:01:00,1
pay_000571,chk_00571,credit_card,147.28,2026-01-07 10:20:00,0
pay_000572,chk_00572,credit_card,173.19,2026-02-16 18:01:00,0
pay_000573,chk_00573,cash,77.78,2026-02-02 19:21:00,0
pay_000574,chk_00574,member_charge,116.15,2025-12-21 08:23:00,0
pay_000575,chk_00575,credit_card,206.14,2026-03-01 15:43:00,0
pay_000576,chk_00576,member_charge,45.33,2026-01-16 16:45:00,0
pay_000577,chk_00577,member_charge,152.12,2026-01-03 10:05:00,0
pay_000578,chk_00578,cash,185.96,2026-02-11 14:08:00,0
pay_000579,chk_00579,cash,214.31,2026-02-28 15:05:00,0
pay_000580,chk_00580,member_charge,123.03,2026-01-16 07:45:00,0
pay_000581,chk_00581,credit_card,152.12,2026-01-03 11:27:00,0
pay_000582,chk_00582,cash,185.96,2026-02-11 19:08:00,1
pay_000583,chk_00583,member_charge,80.95,2026-01-29 20:49:00,0
pay_000584,chk_00584,credit_card,118.56,2026-03-09 13:30:00,0
pay_000585,chk_00585,cash,22.41,2026-02-24 16:11:00,0
pay_000586,chk_00586,member_charge,57.42,2026-01-11 08:52:00,0
pay_000587,chk_00587,member_charge,74.75,2026-01-29 20:11:00,0
pay_000588,chk_00588,credit_card,191.43,2026-03-09 13:31:00,0
pay_000589,chk_00589,cash,23.13,2026-02-24 16:34:00,0
pay_000590,chk_00590,member_charge,135.72,2026-01-11 08:52:00,0
pay_000591,chk_00591,credit_card,149.15,2025-12-29 11:33:00,0
pay_000592,chk_00592,cash,67.58,2026-02-07 20:15:00,0
pay_000593,chk_00593,credit_card,149.15,2026-02-20 11:55:00,0
pay_000594,chk_00594,cash,67.58,2026-02-06 20:15:00,1
pay_000595,chk_00595,member_charge,104.68,2025-12-25 21:17:00,0
pay_000596,chk_00596,credit_card,202.54,2026-03-05 14:37:00,0
pay_000597,chk_00597,cash,34.97,2026-01-20 15:39:00,0
pay_000598,chk_00598,member_charge,148.6,2026-01-07 09:59:00,0
pay_000599,chk_00599,cash,36.26,2026-01-20 07:39:00,0
pay_000600,chk_00600,credit_card,148.6,2026-01-07 10:21:00,1
pay_000601,chk_00601,credit_card,174.45,2026-02-15 18:02:00,1
pay_000602,chk_00602,member_charge,79.05,2026-02-02 19:43:00,0
pay_000603,chk_00603,member_charge,117.48,2025-12-20 13:24:00,0
pay_000604,chk_00604,cash,207.39,2026-02-28 15:05:00,0
pay_000605,chk_00605,member_charge,46.98,2026-01-16 07:46:00,0
pay_000606,chk_00606,credit_card,153.43,2026-01-02 11:27:00,0
pay_000607,chk_00607,member_charge,196.25,2025-12-20 13:25:00,0
pay_000608,chk_00608,cash,206.31,2026-02-28 15:05:00,0
pay_000609,chk_00609,member_charge,125.28,2026-01-15 07:46:00,1
pay_000610,chk_00610,credit_card,138.89,2026-01-02 11:27:00,0
pay_000611,chk_00611,cash,55.66,2026-02-11 19:09:00,0
pay_000612,chk_00612,member_charge,74.75,2026-01-28 20:50:00,0
pay_000613,chk_00613,credit_card,192.66,2026-03-09 14:31:00,0
pay_000614,chk_00614,cash,56.93,2026-02-11 19:09:00,0
pay_000615,chk_00615,member_charge,76.08,2025-12-29 20:11:00,0
pay_000616,chk_00616,credit_card,192.66,2026-03-09 14:31:00,0
pay_000617,chk_00617,cash,24.42,2026-01-24 16:34:00,0
pay_000618,chk_00618,member_charge,137.03,2026-01-11 08:53:00,0
pay_000619,chk_00619,credit_card,150.41,2026-02-19 11:56:00,0
pay_000620,chk_00620,credit_card,137.03,2026-01-11 09:15:00,0
pay_000621,chk_00621,credit_card,150.41,2026-02-19 16:57:00,0
pay_000622,chk_00622,member_charge,68.85,2026-02-06 19:37:00,0
pay_000623,chk_00623,member_charge,106,2025-12-24 12:18:00,0
pay_000624,chk_00624,cash,203.78,2026-03-04 13:59:00,1
pay_000625,chk_00625,cash,36.26,2026-01-20 07:40:00,0
pay_000626,chk_00626,credit_card,149.91,2026-01-06 09:59:00,0
pay_000627,chk_00627,credit_card,177.1,2026-02-15 13:03:00,0
pay_000628,chk_00628,cash,210.38,2026-03-04 13:59:00,0
pay_000629,chk_00629,cash,113.96,2026-01-20 07:40:00,0
pay_000630,chk_00630,credit_card,141.93,2026-01-06 10:21:00,0
pay_000631,chk_00631,credit_card,45.54,2026-02-15 18:03:00,0
pay_000632,chk_00632,member_charge,81.53,2026-02-02 19:44:00,0
pay_000633,chk_00633,member_charge,197.58,2025-12-20 13:25:00,0
pay_000634,chk_00634,cash,215.59,2026-02-28 15:05:00,1
pay_000635,chk_00635,member_charge,82.85,2026-01-02 19:05:00,0
pay_000636,chk_00636,member_charge,197.58,2025-12-20 13:25:00,0
pay_000637,chk_00637,cash,207.59,2026-01-28 15:28:00,0
pay_000638,chk_00638,member_charge,126.59,2026-01-15 07:47:00,0
pay_000639,chk_00639,credit_card,140.14,2026-01-02 11:50:00,0
pay_000640,chk_00640,credit_card,140.14,2026-02-23 16:51:00,0
pay_000641,chk_00641,member_charge,58.19,2026-02-10 18:31:00,0
pay_000642,chk_00642,member_charge,76.4,2025-12-29 11:12:00,0
pay_000643,chk_00643,cash,193.9,2026-03-08 14:31:00,1
pay_000644,chk_00644,cash,25.7,2026-01-24 16:35:00,0
pay_000645,chk_00645,cash,102.8,2026-01-24 21:35:00,0
pay_000646,chk_00646,credit_card,130.91,2026-01-10 09:15:00,0
pay_000647,chk_00647,credit_card,21.14,2026-02-19 17:57:00,0
pay_000648,chk_00648,member_charge,71.01,2026-02-06 19:38:00,0
pay_000649,chk_00649,member_charge,186.9,2025-12-24 12:19:00,0
pay_000650,chk_00650,cash,205.01,2026-03-04 13:59:00,0
pay_000651,chk_00651,cash,37.56,2026-01-19 07:40:00,0
pay_000652,chk_00652,member_charge,186.9,2025-12-24 12:19:00,0
pay_000653,chk_00653,cash,211.65,2026-03-04 14:22:00,0
pay_000654,chk_00654,cash,115.26,2026-01-19 07:41:00,0
pay_000655,chk_00655,credit_card,143.18,2026-01-06 10:44:00,0
pay_000656,chk_00656,credit_card,46.81,2026-02-14 18:03:00,0
pay_000657,chk_00657,member_charge,82.85,2026-02-01 20:45:00,0
pay_000658,chk_00658,credit_card,198.92,2025-12-20 13:25:00,0
pay_000659,chk_00659,member_charge,46.81,2026-02-14 18:03:00,0
pay_000660,chk_00660,member_charge,84.16,2026-01-02 20:06:00,0
pay_000661,chk_00661,credit_card,198.92,2025-12-19 13:25:00,1
pay_000662,chk_00662,cash,208.88,2026-01-28 15:29:00,0
pay_000663,chk_00663,member_charge,127.89,2026-01-15 07:47:00,0
pay_000664,chk_00664,credit_card,121.03,2026-01-14 09:09:00,0
pay_000665,chk_00665,credit_card,11.9,2026-02-23 16:51:00,0
pay_000666,chk_00666,member_charge,58.19,2026-02-10 18:32:00,0
pay_000667,chk_00667,member_charge,76.4,2025-12-28 11:13:00,0
pay_000668,chk_00668,cash,195.13,2026-03-08 14:53:00,0
pay_000669,chk_00669,cash,26.99,2026-01-23 21:35:00,0
pay_000670,chk_00670,credit_card,138.33,2026-01-10 09:15:00,0
pay_000671,chk_00671,cash,201.45,2026-03-08 15:16:00,0
pay_000672,chk_00672,cash,104.9,2026-01-23 21:36:00,0
pay_000673,chk_00673,credit_card,132.15,2026-01-10 09:39:00,0
pay_000674,chk_00674,credit_card,36.4,2026-02-18 17:57:00,0
pay_000675,chk_00675,member_charge,72.33,2026-02-05 19:39:00,0
pay_000676,chk_00676,member_charge,188.24,2025-12-24 12:19:00,0
pay_000677,chk_00677,member_charge,72.33,2026-01-06 19:00:00,0
pay_000678,chk_00678,member_charge,188.24,2025-12-24 12:19:00,0
pay_000679,chk_00679,cash,212.93,2026-02-01 14:23:00,0
pay_000680,chk_00680,cash,115.26,2026-01-19 07:41:00,0
pay_000681,chk_00681,credit_card,144.42,2026-02-27 10:45:00,0
pay_000682,chk_00682,credit_card,48.07,2026-02-14 18:04:00,0
pay_000683,chk_00683,member_charge,84.16,2026-01-01 20:07:00,0
pay_000684,chk_00684,credit_card,200.25,2025-12-19 13:25:00,0
pay_000685,chk_00685,credit_card,144.42,2026-02-27 15:45:00,0
pay_000686,chk_00686,member_charge,48.07,2026-02-14 17:26:00,0
pay_000687,chk_00687,member_charge,84.16,2026-01-01 11:07:00,1
pay_000688,chk_00688,cash,200.25,2025-12-19 13:47:00,0
pay_000689,chk_00689,cash,226.16,2026-01-27 20:29:00,0
pay_000690,chk_00690,credit_card,127.89,2026-01-14 09:09:00,0
pay_000691,chk_00691,credit_card,141.38,2026-02-23 16:51:00,0
pay_000692,chk_00692,member_charge,59.46,2026-02-09 18:33:00,0
pay_000693,chk_00693,cash,84.81,2026-01-27 20:30:00,0
pay_000694,chk_00694,credit_card,122.27,2026-01-14 09:10:00,1
pay_000695,chk_00695,credit_card,26.15,2026-02-23 16:51:00,0
pay_000696,chk_00696,member_charge,61.34,2026-02-09 18:33:00,0
pay_000697,chk_00697,member_charge,168.23,2025-12-28 11:13:00,0
pay_000698,chk_00698,cash,202.73,2026-03-08 14:55:00,0
pay_000699,chk_00699,member_charge,168.23,2025-12-28 12:13:00,0
pay_000700,chk_00700,cash,202.73,2026-02-05 15:17:00,0
pay_000701,chk_00701,cash,104.9,2026-01-23 21:36:00,0
pay_000702,chk_00702,credit_card,132.15,2026-03-03 09:39:00,0
pay_000703,chk_00703,credit_card,37.65,2026-02-18 17:58:00,0
pay_000704,chk_00704,member_charge,73.64,2026-01-06 19:01:00,0
pay_000705,chk_00705,cash,37.65,2026-02-18 17:20:00,1
pay_000706,chk_00706,member_charge,73.64,2026-01-05 10:01:00,0
pay_000707,chk_00707,credit_card,189.57,2025-12-23 12:41:00,0
pay_000708,chk_00708,cash,214.2,2026-02-01 20:23:00,0
pay_000709,chk_00709,credit_card,116.55,2026-01-18 08:04:00,0
pay_000710,chk_00710,credit_card,144.42,2026-02-27 15:45:00,1
pay_000711,chk_00711,member_charge,49.34,2026-02-14 18:05:00,0
pay_000712,chk_00712,member_charge,85.48,2026-01-01 20:07:00,0
pay_000713,chk_00713,credit_card,121.49,2026-01-18 08:04:00,0
pay_000714,chk_00714,credit_card,219.12,2026-02-27 15:45:00,0
pay_000715,chk_00715,member_charge,50.9,2026-02-13 17:27:00,0
pay_000716,chk_00716,member_charge,157.38,2026-01-01 11:07:00,0
pay_000717,chk_00717,cash,191.02,2025-12-19 13:49:00,0
pay_000718,chk_00718,cash,84.81,2026-01-27 20:30:00,0
pay_000719,chk_00719,cash,191.02,2026-02-09 14:11:00,0
pay_000720,chk_00720,cash,84.81,2026-01-27 20:30:00,0
pay_000721,chk_00721,credit_card,122.27,2026-03-07 09:33:00,0
pay_000722,chk_00722,credit_card,27.61,2026-02-22 16:52:00,0
pay_000723,chk_00723,member_charge,62.64,2026-02-09 17:55:00,0
pay_000724,chk_00724,member_charge,168.23,2025-12-27 12:13:00,0
pay_000725,chk_00725,member_charge,62.64,2026-01-09 08:55:00,1
pay_000726,chk_00726,credit_card,169.55,2025-12-27 12:35:00,0
pay_000727,chk_00727,cash,204,2026-02-05 20:17:00,0
pay_000728,chk_00728,member_charge,106.19,2026-01-22 21:37:00,0
pay_000729,chk_00729,credit_card,133.38,2026-03-03 09:39:00,0
pay_000730,chk_00730,credit_card,38.91,2026-02-18 17:59:00,0
pay_000731,chk_00731,member_charge,74.96,2026-01-05 19:01:00,0
pay_000732,chk_00732,member_charge,189.57,2025-12-23 12:21:00,0
pay_000733,chk_00733,credit_card,207.48,2026-03-03 15:39:00,0
pay_000734,chk_00734,cash,40.15,2026-02-17 17:21:00,0
pay_000735,chk_00735,member_charge,153.86,2026-01-05 10:01:00,0
pay_000736,chk_00736,credit_card,180.9,2025-12-23 12:43:00,0
pay_000737,chk_00737,cash,82.88,2026-01-31 20:24:00,0
pay_000738,chk_00738,credit_card,117.85,2026-01-18 08:04:00,0
pay_000739,chk_00739,credit_card,145.67,2026-02-26 15:45:00,0
pay_000740,chk_00740,cash,82.88,2026-01-31 20:24:00,0
pay_000741,chk_00741,credit_card,121.49,2026-01-18 08:27:00,0
pay_000742,chk_00742,credit_card,220.37,2026-02-26 15:46:00,0
pay_000743,chk_00743,member_charge,52.2,2026-02-13 17:49:00,0
pay_000744,chk_00744,member_charge,157.63,2025-12-31 11:08:00,1
pay_000745,chk_00745,credit_card,158.95,2025-12-31 11:08:00,0
pay_000746,chk_00746,cash,192.28,2026-02-09 14:11:00,0
pay_000747,chk_00747,cash,86.09,2026-01-27 20:31:00,0
pay_000748,chk_00748,credit_card,123.5,2026-03-07 09:33:00,0
pay_000749,chk_00749,credit_card,28.87,2026-02-22 16:53:00,0
pay_000750,chk_00750,cash,29.79,2026-02-22 16:15:00,0
pay_000751,chk_00751,member_charge,140.94,2026-01-09 08:55:00,0
pay_000752,chk_00752,credit_card,170.88,2025-12-27 12:37:00,0
pay_000753,chk_00753,cash,205.28,2026-02-04 20:18:00,0
pay_000754,chk_00754,member_charge,107.49,2026-01-22 21:59:00,0
pay_000755,chk_00755,credit_card,134.62,2026-03-02 15:39:00,0
pay_000756,chk_00756,cash,40.16,2026-02-17 17:21:00,0
pay_000757,chk_00757,member_charge,110.81,2026-01-22 21:21:00,0
pay_000758,chk_00758,credit_card,208.72,2026-03-02 15:41:00,1
pay_000759,chk_00759,cash,41.44,2026-02-17 17:21:00,0
pay_000760,chk_00760,member_charge,153.86,2026-01-05 10:02:00,1
pay_000761,chk_00761,cash,180.9,2025-12-22 12:43:00,0
pay_000762,chk_00762,cash,182.16,2026-02-13 13:05:00,0
pay_000763,chk_00763,cash,84.81,2026-01-31 20:25:00,1
pay_000764,chk_00764,credit_card,122.82,2025-12-18 08:27:00,0
pay_000765,chk_00765,credit_card,221.61,2026-02-26 15:47:00,0
pay_000766,chk_00766,member_charge,53.51,2026-01-13 17:49:00,0
pay_000767,chk_00767,member_charge,53.51,2026-01-13 08:49:00,0
pay_000768,chk_00768,credit_card,158.95,2025-12-31 11:31:00,0
pay_000769,chk_00769,cash,192.28,2026-02-08 19:12:00,0
pay_000770,chk_00770,member_charge,86.38,2026-01-26 21:53:00,0
pay_000771,chk_00771,credit_card,124.74,2026-03-07 14:33:00,0
pay_000772,chk_00772,cash,28.87,2026-02-21 16:15:00,0
pay_000773,chk_00773,member_charge,65.25,2026-01-09 08:56:00,0
pay_000774,chk_00774,credit_card,198.84,2026-03-06 14:35:00,0
pay_000775,chk_00775,cash,31.08,2026-02-21 16:15:00,0
pay_000776,chk_00776,member_charge,142.25,2026-01-09 08:56:00,0
pay_000777,chk_00777,credit_card,155.43,2025-12-26 12:37:00,0
pay_000778,chk_00778,cash,73.95,2026-02-04 20:19:00,0
pay_000779,chk_00779,member_charge,112.14,2026-01-22 22:00:00,0
pay_000780,chk_00780,cash,73.95,2026-02-04 20:19:00,0
pay_000781,chk_00781,member_charge,112.14,2025-12-22 21:21:00,0
pay_000782,chk_00782,credit_card,211.65,2026-03-02 15:41:00,0
pay_000783,chk_00783,cash,42.74,2026-01-17 16:43:00,0
pay_000784,chk_00784,member_charge,155.17,2026-01-04 10:03:00,0
pay_000785,chk_00785,cash,182.16,2025-12-22 13:06:00,0
pay_000786,chk_00786,cash,86.1,2026-01-30 20:25:00,0
pay_000787,chk_00787,credit_card,124.16,2026-01-17 08:27:00,0
pay_000788,chk_00788,credit_card,155.17,2026-01-04 10:25:00,0
pay_000789,chk_00789,cash,182.16,2026-02-12 19:06:00,0
