Chk#,Sales Area,Member #,Open Time,Close Time,First Fire,Last Fulfilled,Net Amount,Tax,Gratuity,Comp,Discount,Void,Total Due,Settlement Method
chk_01845,outlet_grill,mbr_258,2026-03-05 13:59:00,2026-03-05 14:57:00,2026-03-05 14:14:00,2026-03-05 14:51:00,163,13.86,24.45,0,0,0,201.31,cash
chk_01851,outlet_bar_lounge,mbr_259,2026-02-16 16:50:00,2026-02-16 18:01:00,2026-02-16 17:04:00,2026-02-16 17:52:00,34,2.89,5.78,0,0,0,42.67,credit_card
chk_01879,outlet_grill,mbr_270,2026-02-06 13:57:00,2026-02-06 15:15:00,2026-02-06 14:12:00,2026-02-06 15:05:00,157,13.35,29.83,0,0,0,200.18,cash
chk_01880,outlet_bar_lounge,mbr_271,2026-02-19 16:10:00,2026-02-19 17:19:00,2026-02-19 16:16:00,2026-02-19 17:11:00,28,2.38,4.76,0,0,0,35.14,cash
chk_01883,outlet_grill,mbr_273,2026-02-10 12:54:00,2026-02-10 14:09:00,2026-02-10 13:09:00,2026-02-10 14:00:00,149,12.67,26.82,0,0,0,188.49,cash
chk_01885,outlet_main_dining,mbr_273,2026-03-08 07:35:00,2026-03-08 08:31:00,2026-03-08 07:46:00,2026-03-08 08:25:00,97,8.25,14.55,0,0,0,119.8,credit_card
chk_01887,outlet_grill,mbr_274,2025-12-28 10:48:00,2025-12-28 11:35:00,2025-12-28 11:01:00,2025-12-28 11:20:00,132,11.22,31.68,0,8,0,166.9,credit_card
chk_01888,outlet_grill,mbr_275,2026-03-04 13:38:00,2026-03-04 14:37:00,2026-03-04 13:50:00,2026-03-04 14:31:00,166,14.11,24.9,0,0,0,205.01,credit_card
chk_01889,outlet_bar_lounge,mbr_275,2026-02-19 16:10:00,2026-02-19 17:19:00,2026-02-19 16:16:00,2026-02-19 17:11:00,29,2.47,6.09,0,0,0,37.56,cash
chk_01890,outlet_bar_lounge,mbr_276,2026-02-01 19:01:00,2026-02-01 20:23:00,2026-02-01 19:10:00,2026-02-01 20:12:00,63,5.36,11.97,0,0,0,80.33,cash
chk_01901,outlet_main_dining,mbr_280,2025-12-19 07:32:00,2025-12-19 08:25:00,2025-12-19 07:43:00,2025-12-19 08:20:00,90,7.65,22.5,0,0,0,120.15,credit_card
chk_01903,outlet_grill,mbr_282,2026-03-08 13:36:00,2026-03-08 14:33:00,2026-03-08 13:47:00,2026-03-08 14:27:00,159,13.52,23.85,0,0,0,196.37,credit_card
chk_01904,outlet_bar_lounge,mbr_283,2026-02-05 18:58:00,2026-02-05 20:17:00,2026-02-05 19:06:00,2026-02-05 20:07:00,56,4.76,10.64,0,0,0,71.4,cash
chk_01905,outlet_main_dining,mbr_283,2025-12-23 20:29:00,2025-12-23 21:19:00,2025-12-23 20:39:00,2025-12-23 21:14:00,82,6.97,20.5,0,0,0,109.47,member_charge
chk_01907,outlet_bar_lounge,mbr_285,2026-02-26 14:04:00,2026-02-26 15:07:00,2026-02-26 14:09:00,2026-02-26 15:00:00,177,15.05,35.4,0,0,0,227.45,cash
chk_01908,outlet_main_dining,mbr_286,2025-12-27 19:26:00,2025-12-27 20:13:00,2025-12-27 19:35:00,2025-12-27 19:58:00,74,6.29,17.76,19,0,0,79.05,member_charge
chk_01909,outlet_bar_lounge,mbr_287,2026-02-18 16:49:00,2026-02-18 17:59:00,2026-02-18 17:03:00,2026-02-18 17:51:00,134,11.39,22.78,0,14,0,154.17,credit_card
chk_01910,outlet_grill,mbr_289,2025-12-18 12:33:00,2025-12-18 13:27:00,2025-12-18 12:48:00,2025-12-18 13:22:00,151,12.84,37.75,0,0,0,201.59,credit_card
chk_01912,outlet_grill,mbr_292,2026-03-02 14:02:00,2026-03-02 15:25:00,2026-03-02 14:07:00,2026-03-02 15:18:00,169,14.37,33.8,0,0,0,217.17,cash
chk_01914,outlet_grill,mbr_296,2025-12-22 11:30:00,2025-12-22 12:21:00,2025-12-22 11:44:00,2025-12-22 12:16:00,144,12.24,36,0,0,0,192.24,member_charge
chk_01916,outlet_grill,mbr_299,2026-02-03 13:59:00,2026-02-03 15:19:00,2026-02-03 14:14:00,2026-02-03 15:09:00,162,13.77,30.78,0,0,0,206.55,cash
chk_01806,outlet_bar_lounge,mbr_252,2026-02-25 14:05:00,2026-02-25 15:09:00,2026-02-25 14:11:00,2026-02-25 15:02:00,179,15.22,28.64,0,0,0,222.86,cash
chk_01809,outlet_bar_lounge,mbr_253,2026-02-25 15:05:00,2026-02-25 16:32:00,2026-02-25 15:11:00,2026-02-25 16:25:00,179,15.22,35.8,0,0,0,230.02,cash
chk_00004,outlet_bar_lounge,mbr_001,2026-02-22 15:07:00,2026-02-22 16:13:00,2026-02-22 15:13:00,2026-02-22 16:05:00,22,1.87,3.74,0,0,0,27.61,cash
chk_00006,outlet_grill,mbr_001,2025-12-27 11:48:00,2025-12-27 12:35:00,2025-12-27 12:01:00,2025-12-27 12:20:00,133,11.31,31.92,0,8,0,168.23,credit_card
chk_00007,outlet_bar_lounge,mbr_001,2026-02-05 18:58:00,2026-02-05 20:17:00,2026-02-05 19:13:00,2026-02-05 20:07:00,159,13.52,30.21,0,0,0,202.73,cash
chk_00009,outlet_grill,mbr_002,2025-12-27 11:48:00,2025-12-27 12:58:00,2025-12-27 12:01:00,2025-12-27 12:43:00,133,11.31,22.61,0,14,0,152.92,credit_card
chk_00032,outlet_bar_lounge,mbr_005,2026-02-09 17:55:00,2026-02-09 19:11:00,2026-02-09 18:10:00,2026-02-09 19:02:00,48,4.08,8.64,0,0,0,60.72,cash
chk_00034,outlet_grill,mbr_005,2026-03-07 13:36:00,2026-03-07 14:33:00,2026-03-07 13:47:00,2026-03-07 14:27:00,159,13.52,23.85,0,0,0,196.37,credit_card
chk_00035,outlet_bar_lounge,mbr_005,2026-02-22 15:08:00,2026-02-22 16:15:00,2026-02-22 15:14:00,2026-02-22 16:07:00,22,1.87,4.62,0,0,0,28.49,cash
chk_00039,outlet_grill,mbr_006,2026-02-18 11:49:00,2026-02-18 12:59:00,2026-02-18 12:03:00,2026-02-18 12:51:00,134,11.39,22.78,0,14,0,154.17,credit_card
chk_00040,outlet_bar_lounge,mbr_006,2026-02-04 18:58:00,2026-02-04 20:18:00,2026-02-04 19:06:00,2026-02-04 20:08:00,57,4.85,10.83,0,0,0,72.68,cash
chk_00042,outlet_grill,mbr_006,2026-03-03 14:39:00,2026-03-03 15:39:00,2026-03-03 14:44:00,2026-03-03 15:32:00,168,14.28,25.2,0,0,0,207.48,credit_card
chk_00053,outlet_grill,mbr_007,2025-12-18 12:33:00,2025-12-18 13:27:00,2025-12-18 12:44:00,2025-12-18 13:22:00,92,7.82,23,0,0,0,122.82,credit_card
chk_00054,outlet_bar_lounge,mbr_007,2026-02-26 14:43:00,2026-02-26 15:47:00,2026-02-26 14:48:00,2026-02-26 15:40:00,177,15.05,28.32,0,0,0,220.37,credit_card
chk_00055,outlet_bar_lounge,mbr_008,2026-02-13 17:52:00,2026-02-13 19:05:00,2026-02-13 18:06:00,2026-02-13 18:56:00,40,3.4,7.2,0,0,0,50.6,cash
chk_00057,outlet_grill,mbr_008,2025-12-18 12:33:00,2025-12-18 13:27:00,2025-12-18 12:44:00,2025-12-18 13:22:00,151,12.84,37.75,0,0,0,201.59,credit_card
chk_00060,outlet_grill,mbr_008,2025-12-31 10:46:00,2025-12-31 11:30:00,2025-12-31 10:59:00,2025-12-31 11:15:00,126,10.71,21.42,0,8,0,150.13,credit_card
chk_00061,outlet_bar_lounge,mbr_008,2026-02-09 17:55:00,2026-02-09 19:11:00,2026-02-09 18:10:00,2026-02-09 19:02:00,48,4.08,8.64,0,0,0,60.72,cash
chk_00063,outlet_grill,mbr_009,2026-02-22 10:46:00,2026-02-22 11:53:00,2026-02-22 10:59:00,2026-02-22 11:45:00,126,10.71,21.42,0,13,0,145.13,credit_card
chk_00099,outlet_grill,mbr_013,2026-02-21 10:46:00,2026-02-21 11:53:00,2026-02-21 10:59:00,2026-02-21 11:45:00,127,10.8,21.59,0,14,0,145.39,credit_card
chk_00100,outlet_bar_lounge,mbr_013,2026-02-08 17:56:00,2026-02-08 19:13:00,2026-02-08 18:04:00,2026-02-08 19:03:00,49,4.17,8.82,0,0,0,61.99,cash
chk_00101,outlet_main_dining,mbr_013,2025-12-27 20:27:00,2025-12-27 21:15:00,2025-12-27 20:37:00,2025-12-27 21:00:00,76,6.46,18.24,19,0,0,81.7,member_charge
chk_00102,outlet_grill,mbr_013,2026-03-06 13:37:00,2026-03-06 14:35:00,2026-03-06 13:52:00,2026-03-06 14:29:00,161,13.69,24.15,0,0,0,198.84,credit_card
chk_00105,outlet_grill,mbr_013,2026-02-17 11:49:00,2026-02-17 12:59:00,2026-02-17 12:03:00,2026-02-17 12:51:00,136,11.56,23.12,0,14,0,156.68,credit_card
chk_00106,outlet_grill,mbr_014,2025-12-26 11:27:00,2025-12-26 12:15:00,2025-12-26 11:37:00,2025-12-26 12:00:00,135,11.48,32.4,19,0,0,159.88,member_charge
chk_00107,outlet_grill,mbr_014,2026-03-06 13:59:00,2026-03-06 14:57:00,2026-03-06 14:14:00,2026-03-06 14:51:00,161,13.69,24.15,0,0,0,198.84,cash
chk_00110,outlet_bar_lounge,mbr_014,2026-02-17 16:49:00,2026-02-17 17:59:00,2026-02-17 17:03:00,2026-02-17 17:51:00,136,11.56,23.12,0,14,0,156.68,credit_card
chk_00111,outlet_bar_lounge,mbr_014,2026-02-04 18:21:00,2026-02-04 19:41:00,2026-02-04 18:29:00,2026-02-04 19:31:00,58,4.93,11.02,0,0,0,73.95,member_charge
chk_00112,outlet_grill,mbr_014,2025-12-22 11:30:00,2025-12-22 12:21:00,2025-12-22 11:40:00,2025-12-22 12:16:00,84,7.14,21,0,0,0,112.14,member_charge
chk_00113,outlet_bar_lounge,mbr_015,2026-02-17 16:49:00,2026-02-17 18:00:00,2026-02-17 16:56:00,2026-02-17 17:52:00,33,2.81,5.61,0,0,0,41.42,credit_card
chk_00114,outlet_bar_lounge,mbr_015,2026-02-03 18:21:00,2026-02-03 19:03:00,2026-02-03 18:29:00,2026-02-03 18:53:00,59,5.02,13.57,0,0,0,77.59,member_charge
chk_00132,outlet_bar_lounge,mbr_017,2026-02-08 17:18:00,2026-02-08 18:35:00,2026-02-08 17:26:00,2026-02-08 18:25:00,50,4.25,9,0,0,0,63.25,member_charge
chk_00173,outlet_grill,mbr_022,2026-03-01 14:02:00,2026-03-01 15:04:00,2026-03-01 14:07:00,2026-03-01 14:57:00,171,14.54,34.2,0,0,0,219.74,cash
chk_00175,outlet_grill,mbr_023,2026-03-01 14:40:00,2026-03-01 15:41:00,2026-03-01 14:52:00,2026-03-01 15:34:00,112,9.52,17.92,0,0,0,139.44,credit_card
chk_00176,outlet_bar_lounge,mbr_023,2026-02-16 16:12:00,2026-02-16 17:23:00,2026-02-16 16:19:00,2026-02-16 17:14:00,34,2.89,5.78,0,0,0,42.67,cash
chk_00178,outlet_grill,mbr_023,2025-12-21 12:31:00,2025-12-21 13:23:00,2025-12-21 12:45:00,2025-12-21 13:18:00,146,12.41,36.5,0,0,0,194.91,member_charge
chk_00181,outlet_grill,mbr_023,2026-02-25 09:44:00,2026-02-25 10:49:00,2026-02-25 09:57:00,2026-02-25 10:42:00,120,10.2,19.2,0,0,0,149.4,credit_card
chk_00185,outlet_bar_lounge,mbr_024,2026-02-25 15:44:00,2026-02-25 16:49:00,2026-02-25 15:57:00,2026-02-25 16:42:00,180,15.3,28.8,0,13,0,211.1,credit_card
chk_00186,outlet_bar_lounge,mbr_024,2026-02-11 17:15:00,2026-02-11 18:29:00,2026-02-11 17:22:00,2026-02-11 18:20:00,43,3.66,7.74,0,0,0,54.4,member_charge
chk_00223,outlet_bar_lounge,mbr_029,2026-02-24 15:44:00,2026-02-24 16:49:00,2026-02-24 15:50:00,2026-02-24 16:42:00,18,1.53,2.88,0,0,0,22.41,credit_card
chk_00225,outlet_grill,mbr_029,2025-12-29 10:25:00,2025-12-29 11:11:00,2025-12-29 10:38:00,2025-12-29 10:56:00,130,11.05,31.2,0,8,0,164.25,member_charge
chk_00226,outlet_grill,mbr_029,2026-02-07 12:57:00,2026-02-07 14:15:00,2026-02-07 13:12:00,2026-02-07 14:05:00,156,13.26,29.64,0,0,0,198.9,cash
chk_00228,outlet_main_dining,mbr_029,2026-03-05 08:38:00,2026-03-05 09:37:00,2026-03-05 08:50:00,2026-03-05 09:31:00,104,8.84,15.6,0,0,0,128.44,credit_card
chk_00229,outlet_bar_lounge,mbr_029,2026-02-20 15:47:00,2026-02-20 16:55:00,2026-02-20 15:53:00,2026-02-20 16:47:00,27,2.3,4.59,0,0,0,33.89,credit_card
chk_00233,outlet_grill,mbr_030,2026-03-05 13:38:00,2026-03-05 14:37:00,2026-03-05 13:50:00,2026-03-05 14:31:00,104,8.84,15.6,0,0,0,128.44,credit_card
chk_00234,outlet_bar_lounge,mbr_030,2026-02-20 15:09:00,2026-02-20 16:17:00,2026-02-20 15:15:00,2026-02-20 16:09:00,27,2.3,4.59,0,0,0,33.89,cash
chk_00236,outlet_grill,mbr_030,2025-12-25 11:50:00,2025-12-25 12:39:00,2025-12-25 12:04:00,2025-12-25 12:34:00,138,11.73,33.12,0,0,0,182.85,credit_card
chk_00237,outlet_bar_lounge,mbr_030,2026-02-02 18:00:00,2026-02-02 19:21:00,2026-02-02 18:05:00,2026-02-02 19:11:00,164,13.94,31.16,0,0,0,209.1,cash
chk_00239,outlet_grill,mbr_031,2025-12-25 11:50:00,2025-12-25 12:39:00,2025-12-25 12:04:00,2025-12-25 12:34:00,139,11.82,23.63,0,0,0,174.45,credit_card
chk_00242,outlet_grill,mbr_031,2026-02-28 14:41:00,2026-02-28 15:43:00,2026-02-28 14:53:00,2026-02-28 15:36:00,173,14.71,27.68,0,0,8,207.39,credit_card
chk_00253,outlet_main_dining,mbr_032,2026-03-09 07:35:00,2026-03-09 08:31:00,2026-03-09 07:46:00,2026-03-09 08:25:00,96,8.16,14.4,0,0,0,118.56,credit_card
chk_00254,outlet_bar_lounge,mbr_032,2026-02-24 15:44:00,2026-02-24 16:49:00,2026-02-24 15:50:00,2026-02-24 16:42:00,19,1.62,3.04,0,0,0,23.66,credit_card
chk_00255,outlet_bar_lounge,mbr_032,2026-02-11 17:16:00,2026-02-11 17:52:00,2026-02-11 17:23:00,2026-02-11 17:39:00,45,3.83,9.9,0,0,0,58.73,member_charge
chk_00267,outlet_grill,mbr_034,2026-03-04 13:38:00,2026-03-04 14:37:00,2026-03-04 13:50:00,2026-03-04 14:31:00,165,14.03,24.75,0,0,0,203.78,credit_card
chk_00270,outlet_grill,mbr_034,2025-12-24 11:51:00,2025-12-24 12:40:00,2025-12-24 12:05:00,2025-12-24 12:35:00,139,11.82,23.63,0,0,0,174.45,credit_card
chk_00272,outlet_grill,mbr_035,2026-02-15 11:51:00,2026-02-15 13:03:00,2026-02-15 12:05:00,2026-02-15 12:54:00,140,11.9,25.2,0,0,0,177.1,credit_card
chk_00273,outlet_bar_lounge,mbr_035,2026-02-02 18:00:00,2026-02-02 19:22:00,2026-02-02 18:09:00,2026-02-02 19:12:00,62,5.27,11.78,0,0,0,79.05,cash
chk_00292,outlet_grill,mbr_037,2025-12-28 10:48:00,2025-12-28 11:34:00,2025-12-28 11:01:00,2025-12-28 11:19:00,131,11.14,31.44,0,8,0,165.58,credit_card
chk_00293,outlet_bar_lounge,mbr_037,2026-02-06 18:57:00,2026-02-06 20:15:00,2026-02-06 19:12:00,2026-02-06 20:05:00,157,13.35,29.83,0,0,0,200.18,cash
chk_00294,outlet_grill,mbr_038,2025-12-28 10:48:00,2025-12-28 11:57:00,2025-12-28 11:01:00,2025-12-28 11:49:00,131,11.14,22.27,0,14,0,150.41,credit_card
chk_00295,outlet_bar_lounge,mbr_038,2026-02-06 18:57:00,2026-02-06 20:16:00,2026-02-06 19:05:00,2026-02-06 20:06:00,54,4.59,10.26,0,0,0,68.85,cash
chk_00297,outlet_grill,mbr_038,2026-03-04 13:38:00,2026-03-04 14:37:00,2026-03-04 13:50:00,2026-03-04 14:31:00,165,14.03,24.75,0,0,0,203.78,credit_card
chk_00298,outlet_bar_lounge,mbr_038,2026-02-19 16:10:00,2026-02-19 17:19:00,2026-02-19 16:16:00,2026-02-19 17:11:00,29,2.47,6.09,0,0,0,37.56,cash
chk_00300,outlet_grill,mbr_038,2025-12-24 11:51:00,2025-12-24 12:41:00,2025-12-24 12:05:00,2025-12-24 12:36:00,140,11.9,25.2,0,0,0,177.1,credit_card
chk_00301,outlet_bar_lounge,mbr_038,2026-02-01 18:00:00,2026-02-01 19:22:00,2026-02-01 18:05:00,2026-02-01 19:12:00,63,5.36,11.97,0,0,0,80.33,cash
chk_00305,outlet_grill,mbr_039,2026-02-15 11:51:00,2026-02-15 13:03:00,2026-02-15 12:05:00,2026-02-15 12:54:00,140,11.9,25.2,0,0,0,177.1,credit_card
chk_00306,outlet_bar_lounge,mbr_039,2026-02-01 18:01:00,2026-02-01 19:23:00,2026-02-01 18:10:00,2026-02-01 19:13:00,63,5.36,11.97,0,0,0,80.33,cash
chk_00307,outlet_main_dining,mbr_039,2025-12-20 07:32:00,2025-12-20 08:25:00,2025-12-20 07:42:00,2025-12-20 08:20:00,89,7.57,22.25,0,0,0,118.82,member_charge
chk_00308,outlet_grill,mbr_039,2026-02-28 14:42:00,2026-02-28 15:45:00,2026-02-28 14:47:00,2026-02-28 15:38:00,174,14.79,27.84,0,0,8,208.63,credit_card
chk_00312,outlet_bar_lounge,mbr_040,2026-02-27 14:04:00,2026-02-27 15:07:00,2026-02-27 14:09:00,2026-02-27 15:00:00,175,14.88,28,0,0,8,209.88,cash
chk_00315,outlet_bar_lounge,mbr_040,2026-02-10 17:54:00,2026-02-10 19:09:00,2026-02-10 18:09:00,2026-02-10 19:00:00,149,12.67,26.82,0,0,0,188.49,cash
chk_00353,outlet_bar_lounge,mbr_045,2026-02-10 17:55:00,2026-02-10 19:11:00,2026-02-10 18:03:00,2026-02-10 19:02:00,47,4,8.46,0,0,0,59.46,cash
chk_00354,outlet_main_dining,mbr_045,2025-12-28 19:26:00,2025-12-28 20:13:00,2025-12-28 19:35:00,2025-12-28 19:58:00,73,6.21,17.52,19,0,0,77.73,member_charge
chk_00373,outlet_grill,mbr_047,2025-12-19 12:33:00,2025-12-19 13:26:00,2025-12-19 12:44:00,2025-12-19 13:21:00,150,12.75,37.5,0,0,0,200.25,credit_card
chk_00374,outlet_bar_lounge,mbr_047,2026-02-27 14:04:00,2026-02-27 15:07:00,2026-02-27 14:09:00,2026-02-27 15:00:00,176,14.96,28.16,0,0,0,219.12,cash
chk_00377,outlet_bar_lounge,mbr_048,2026-02-14 16:52:00,2026-02-14 18:05:00,2026-02-14 16:59:00,2026-02-14 17:56:00,39,3.32,7.02,0,0,0,49.34,credit_card
chk_00379,outlet_grill,mbr_048,2025-12-19 12:33:00,2025-12-19 13:27:00,2025-12-19 12:48:00,2025-12-19 13:22:00,150,12.75,37.5,0,0,0,200.25,credit_card
chk_00380,outlet_bar_lounge,mbr_048,2026-02-27 14:04:00,2026-02-27 15:30:00,2026-02-27 14:09:00,2026-02-27 15:19:00,176,14.96,35.2,0,0,0,226.16,cash
chk_00383,outlet_bar_lounge,mbr_048,2026-02-09 17:55:00,2026-02-09 19:11:00,2026-02-09 18:10:00,2026-02-09 19:02:00,47,4,8.46,0,0,0,59.46,cash
chk_00385,outlet_grill,mbr_048,2026-03-07 13:36:00,2026-03-07 14:33:00,2026-03-07 13:47:00,2026-03-07 14:27:00,159,13.52,23.85,0,0,0,196.37,credit_card
chk_00387,outlet_bar_lounge,mbr_049,2026-02-22 15:45:00,2026-02-22 16:51:00,2026-02-22 15:58:00,2026-02-22 16:43:00,125,10.63,21.25,0,13,0,143.88,credit_card
chk_00388,outlet_bar_lounge,mbr_049,2026-02-09 17:55:00,2026-02-09 19:11:00,2026-02-09 18:03:00,2026-02-09 19:02:00,48,4.08,8.64,0,0,0,60.72,member_charge
chk_00417,outlet_bar_lounge,mbr_053,2026-02-09 17:17:00,2026-02-09 18:33:00,2026-02-09 17:25:00,2026-02-09 18:24:00,48,4.08,8.64,0,0,0,60.72,member_charge
chk_00429,outlet_bar_lounge,mbr_055,2026-02-17 16:49:00,2026-02-17 17:59:00,2026-02-17 16:56:00,2026-02-17 17:51:00,31,2.64,5.27,0,0,0,38.91,credit_card
chk_00435,outlet_bar_lounge,mbr_055,2026-02-13 17:52:00,2026-02-13 19:05:00,2026-02-13 17:59:00,2026-02-13 18:56:00,40,3.4,7.2,0,0,0,50.6,cash
chk_00440,outlet_grill,mbr_056,2025-12-31 10:24:00,2025-12-31 11:08:00,2025-12-31 10:33:00,2025-12-31 10:53:00,66,5.61,15.84,0,0,0,87.45,member_charge
chk_00389,outlet_grill,mbr_049,2025-12-28 19:26:00,2025-12-28 20:13:00,2025-12-28 19:35:00,2025-12-28 19:58:00,74,6.29,17.76,19,0,0,79.05,member_charge
chk_00390,outlet_grill,mbr_049,2026-03-07 13:36:00,2026-03-07 14:33:00,2026-03-07 13:51:00,2026-03-07 14:27:00,159,13.52,23.85,0,0,0,196.37,credit_card
chk_00397,outlet_bar_lounge,mbr_050,2026-02-05 18:20:00,2026-02-05 19:39:00,2026-02-05 18:28:00,2026-02-05 19:29:00,56,4.76,10.64,0,0,0,71.4,member_charge
chk_00398,outlet_grill,mbr_050,2025-12-23 11:30:00,2025-12-23 12:20:00,2025-12-23 11:40:00,2025-12-23 12:15:00,82,6.97,20.5,0,0,0,109.47,member_charge
chk_00399,outlet_bar_lounge,mbr_051,2026-02-04 18:20:00,2026-02-04 19:01:00,2026-02-04 18:28:00,2026-02-04 18:47:00,57,4.85,13.11,0,0,0,74.96,member_charge
chk_00416,outlet_bar_lounge,mbr_053,2026-02-22 15:46:00,2026-02-22 16:53:00,2026-02-22 15:59:00,2026-02-22 16:45:00,126,10.71,21.42,0,13,0,145.13,credit_card
chk_00418,outlet_grill,mbr_053,2025-12-27 11:27:00,2025-12-27 12:14:00,2025-12-27 11:36:00,2025-12-27 11:59:00,74,6.29,17.76,19,0,0,79.05,member_charge
chk_00420,outlet_grill,mbr_054,2025-12-27 11:27:00,2025-12-27 12:15:00,2025-12-27 11:37:00,2025-12-27 12:00:00,134,11.39,32.16,0,8,0,169.55,member_charge
chk_00421,outlet_grill,mbr_054,2026-03-07 13:58:00,2026-03-07 14:55:00,2026-03-07 14:13:00,2026-03-07 14:49:00,160,13.6,30.4,0,0,0,204,cash
chk_00424,outlet_bar_lounge,mbr_054,2026-02-17 16:49:00,2026-02-17 17:59:00,2026-02-17 17:03:00,2026-02-17 17:51:00,31,2.64,5.27,0,0,0,38.91,credit_card
chk_00425,outlet_bar_lounge,mbr_054,2026-02-04 18:20:00,2026-02-04 19:40:00,2026-02-04 18:28:00,2026-02-04 19:30:00,57,4.85,13.11,0,0,0,74.96,member_charge
chk_00426,outlet_grill,mbr_054,2025-12-23 11:30:00,2025-12-23 12:21:00,2025-12-23 11:40:00,2025-12-23 12:16:00,143,12.16,35.75,0,0,0,190.91,member_charge
chk_00427,outlet_grill,mbr_054,2026-03-02 14:01:00,2026-03-02 15:02:00,2026-03-02 14:06:00,2026-03-02 14:55:00,169,14.37,32.11,0,0,0,215.48,cash
chk_00438,outlet_bar_lounge,mbr_056,2026-02-26 14:43:00,2026-02-26 15:47:00,2026-02-26 14:55:00,2026-02-26 15:40:00,118,10.03,18.88,0,0,0,146.91,credit_card
chk_00439,outlet_bar_lounge,mbr_056,2026-02-13 17:14:00,2026-02-13 18:27:00,2026-02-13 17:21:00,2026-02-13 18:18:00,40,3.4,7.2,0,0,0,50.6,member_charge
chk_00452,outlet_bar_lounge,mbr_057,2026-02-17 16:49:00,2026-02-17 17:59:00,2026-02-17 17:03:00,2026-02-17 17:51:00,135,11.48,22.95,0,14,0,155.43,credit_card
chk_00461,outlet_grill,mbr_059,2026-03-02 14:40:00,2026-03-02 15:41:00,2026-03-02 14:52:00,2026-03-02 15:34:00,110,9.35,16.5,0,0,0,135.85,credit_card
chk_00492,outlet_main_dining,mbr_062,2026-03-02 09:40:00,2026-03-02 10:41:00,2026-03-02 09:52:00,2026-03-02 10:34:00,110,9.35,17.6,0,0,0,136.95,credit_card
chk_00023,outlet_grill,mbr_004,2026-01-31 19:23:00,2026-01-31 20:46:00,2026-01-31 19:32:00,2026-01-31 20:35:00,65,5.53,12.35,0,0,0,82.88,member_charge
chk_00454,outlet_grill,mbr_058,2025-12-27 11:27:00,2025-12-27 12:15:00,2025-12-27 11:41:00,2025-12-27 12:00:00,135,11.48,32.4,0,8,0,170.88,member_charge
chk_00458,outlet_bar_lounge,mbr_058,2026-02-17 16:49:00,2026-02-17 17:59:00,2026-02-17 16:56:00,2026-02-17 17:51:00,32,2.72,5.44,0,0,0,40.16,credit_card
chk_00462,outlet_bar_lounge,mbr_059,2026-02-17 16:11:00,2026-02-17 17:21:00,2026-02-17 16:18:00,2026-02-17 17:13:00,32,2.72,5.44,0,0,0,40.16,cash
chk_00468,outlet_bar_lounge,mbr_059,2026-02-13 17:52:00,2026-02-13 19:06:00,2026-02-13 17:59:00,2026-02-13 18:57:00,41,3.49,7.38,0,0,0,51.87,cash
chk_00469,outlet_main_dining,mbr_059,2025-12-31 19:24:00,2025-12-31 20:09:00,2025-12-31 19:33:00,2025-12-31 19:54:00,67,5.7,16.08,0,0,0,88.78,member_charge
chk_00470,outlet_grill,mbr_059,2025-12-18 12:33:00,2025-12-18 13:27:00,2025-12-18 12:48:00,2025-12-18 13:21:00,152,12.92,38,0,0,0,202.92,credit_card
chk_00494,outlet_grill,mbr_063,2026-03-02 14:40:00,2026-03-02 15:41:00,2026-03-02 14:52:00,2026-03-02 15:34:00,170,14.45,27.2,0,0,0,211.65,credit_card
chk_00495,outlet_bar_lounge,mbr_063,2026-02-16 16:11:00,2026-02-16 17:22:00,2026-02-16 16:18:00,2026-02-16 17:14:00,33,2.81,5.61,0,0,0,41.42,cash
chk_00497,outlet_grill,mbr_063,2025-12-22 12:52:00,2025-12-22 13:43:00,2025-12-22 13:06:00,2025-12-22 13:38:00,145,12.33,36.25,0,0,0,193.58,cash
chk_00500,outlet_bar_lounge,mbr_063,2026-02-25 14:43:00,2026-02-25 15:47:00,2026-02-25 14:56:00,2026-02-25 15:40:00,119,10.12,19.04,0,0,0,148.16,credit_card
chk_00501,outlet_grill,mbr_064,2025-12-22 12:53:00,2025-12-22 14:07:00,2025-12-22 13:07:00,2025-12-22 13:58:00,145,12.33,26.1,0,0,0,183.43,cash
chk_00504,outlet_bar_lounge,mbr_064,2026-02-25 14:43:00,2026-02-25 15:47:00,2026-02-25 14:56:00,2026-02-25 15:40:00,179,15.22,28.64,0,0,0,222.86,credit_card
chk_00505,outlet_bar_lounge,mbr_064,2026-02-12 17:15:00,2026-02-12 18:29:00,2026-02-12 17:22:00,2026-02-12 18:20:00,42,3.57,9.24,0,0,0,54.81,member_charge
chk_00506,outlet_grill,mbr_064,2025-12-30 10:24:00,2025-12-30 11:09:00,2025-12-30 10:33:00,2025-12-30 10:54:00,127,10.8,30.48,0,8,0,160.28,member_charge
chk_00507,outlet_grill,mbr_064,2025-12-17 12:56:00,2025-12-17 13:51:00,2025-12-17 13:11:00,2025-12-17 13:45:00,153,13.01,27.54,0,0,0,193.55,cash
chk_00509,outlet_grill,mbr_065,2025-12-30 10:24:00,2025-12-30 11:09:00,2025-12-30 10:37:00,2025-12-30 10:54:00,128,10.88,30.72,0,8,0,161.6,member_charge
chk_00510,outlet_grill,mbr_065,2026-02-08 12:56:00,2026-02-08 14:13:00,2026-02-08 13:11:00,2026-02-08 14:03:00,154,13.09,27.72,0,0,0,194.81,cash
