Registration ID,Event Number,Client Code,Status,Guest Count,Fee Paid,Registration Date,Check-In Time
reg_0293,evt_001,mbr_056,registered,0,33,2026-02-01 00:00:00,
reg_0294,evt_006,mbr_056,attended,3,25,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0295,evt_007,mbr_056,registered,0,37,2026-01-07 00:00:00,
reg_0296,evt_009,mbr_056,attended,2,13,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0297,evt_012,mbr_056,attended,3,29,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0298,evt_015,mbr_056,attended,3,17,2026-01-26 00:00:00,2026-02-01 10:00:00
reg_0299,evt_003,mbr_057,attended,3,29,2026-02-24 00:00:00,2026-03-04 10:00:00
reg_0300,evt_006,mbr_057,attended,3,17,2026-01-22 00:00:00,2026-02-02 10:00:00
reg_0301,evt_009,mbr_057,registered,0,33,2026-01-24 00:00:00,
reg_0302,evt_012,mbr_057,attended,3,21,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0303,evt_015,mbr_057,registered,0,37,2026-01-23 00:00:00,
reg_0304,evt_003,mbr_058,attended,0,49,2026-02-20 00:00:00,2026-03-04 10:00:00
reg_0305,evt_006,mbr_058,registered,0,37,2026-01-24 00:00:00,
reg_0306,evt_008,mbr_058,attended,3,13,2025-12-24 00:00:00,2025-12-29 10:00:00
reg_0307,evt_009,mbr_058,attended,1,25,2026-01-21 00:00:00,2026-02-02 10:00:00
reg_0308,evt_014,mbr_058,attended,3,17,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0309,evt_015,mbr_058,attended,3,29,2026-01-24 00:00:00,2026-02-01 10:00:00
reg_0310,evt_002,mbr_059,attended,3,29,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0311,evt_005,mbr_059,attended,3,17,2025-12-24 00:00:00,2025-12-30 10:00:00
reg_0312,evt_008,mbr_059,registered,0,33,2025-12-20 00:00:00,
reg_0313,evt_011,mbr_059,attended,3,21,2026-02-12 00:00:00,2026-02-19 10:00:00
reg_0314,evt_012,mbr_059,registered,1,61,2026-01-19 00:00:00,
reg_0315,evt_002,mbr_060,attended,3,21,2025-12-23 00:00:00,2025-12-30 10:00:00
reg_0316,evt_005,mbr_060,registered,0,37,2025-12-21 00:00:00,
reg_0317,evt_007,mbr_060,attended,3,13,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0318,evt_008,mbr_060,attended,3,25,2025-12-22 00:00:00,2025-12-29 10:00:00
reg_0319,evt_013,mbr_060,attended,3,17,2026-01-09 00:00:00,2026-01-15 10:00:00
reg_0320,evt_014,mbr_060,attended,3,29,2026-02-11 00:00:00,2026-02-19 10:00:00
reg_0321,evt_004,mbr_061,attended,3,17,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0322,evt_005,mbr_061,attended,3,29,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0323,evt_010,mbr_061,attended,3,21,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0324,evt_011,mbr_061,registered,0,33,2026-02-10 00:00:00,
reg_0325,evt_001,mbr_062,attended,3,21,2026-02-08 00:00:00,2026-02-15 10:00:00
reg_0326,evt_002,mbr_062,registered,0,33,2025-12-21 00:00:00,
reg_0327,evt_007,mbr_062,attended,3,25,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0328,evt_008,mbr_062,registered,0,37,2025-12-19 00:00:00,
reg_0329,evt_010,mbr_062,attended,3,13,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0330,evt_013,mbr_062,attended,3,29,2026-01-07 00:00:00,2026-01-15 10:00:00
reg_0331,evt_001,mbr_063,attended,0,41,2026-02-05 00:00:00,2026-02-15 10:00:00
reg_0332,evt_004,mbr_063,attended,3,29,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0333,evt_007,mbr_063,attended,3,18,2026-01-05 00:00:00,2026-01-16 10:00:00
reg_0334,evt_010,mbr_063,registered,0,33,2026-01-07 00:00:00,
reg_0335,evt_013,mbr_063,attended,3,22,2026-01-08 00:00:00,2026-01-15 10:00:00
reg_0336,evt_001,mbr_064,registered,0,34,2026-02-06 00:00:00,
reg_0337,evt_004,mbr_064,attended,0,49,2026-01-04 00:00:00,2026-01-16 10:00:00
reg_0338,evt_007,mbr_064,registered,0,38,2026-01-06 00:00:00,
reg_0339,evt_009,mbr_064,attended,3,14,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0340,evt_010,mbr_064,attended,1,26,2026-01-03 00:00:00,2026-01-16 10:00:00
reg_0341,evt_015,mbr_064,attended,3,18,2026-01-26 00:00:00,2026-02-01 10:00:00
reg_0342,evt_003,mbr_065,attended,3,30,2026-02-24 00:00:00,2026-03-04 10:00:00
reg_0343,evt_006,mbr_065,attended,3,18,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0344,evt_012,mbr_065,attended,3,22,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0345,evt_013,mbr_065,registered,1,62,2026-01-01 00:00:00,
reg_0346,evt_003,mbr_066,attended,3,22,2026-02-25 00:00:00,2026-03-04 10:00:00
reg_0347,evt_006,mbr_066,registered,0,38,2026-01-23 00:00:00,
reg_0348,evt_008,mbr_066,attended,3,14,2025-12-24 00:00:00,2025-12-29 10:00:00
reg_0349,evt_009,mbr_066,attended,3,26,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0350,evt_014,mbr_066,attended,3,18,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0351,evt_015,mbr_066,attended,3,30,2026-01-24 00:00:00,2026-02-01 10:00:00
reg_0352,evt_005,mbr_067,attended,3,18,2025-12-24 00:00:00,2025-12-30 10:00:00
reg_0353,evt_006,mbr_067,attended,3,30,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0354,evt_011,mbr_067,attended,3,22,2026-02-12 00:00:00,2026-02-19 10:00:00
reg_0355,evt_012,mbr_067,registered,0,34,2026-01-24 00:00:00,
reg_0356,evt_002,mbr_068,attended,3,22,2025-12-23 00:00:00,2025-12-30 10:00:00
reg_0357,evt_003,mbr_068,registered,0,34,2026-02-23 00:00:00,
reg_0358,evt_008,mbr_068,attended,3,26,2025-12-22 00:00:00,2025-12-29 10:00:00
reg_0359,evt_009,mbr_068,registered,0,38,2026-01-23 00:00:00,
reg_0360,evt_011,mbr_068,attended,3,14,2026-02-14 00:00:00,2026-02-19 10:00:00
reg_0361,evt_014,mbr_068,attended,3,30,2026-02-11 00:00:00,2026-02-19 10:00:00
reg_0362,evt_002,mbr_069,attended,0,42,2025-12-20 00:00:00,2025-12-30 10:00:00
reg_0363,evt_005,mbr_069,attended,3,30,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0364,evt_008,mbr_069,attended,3,18,2025-12-18 00:00:00,2025-12-29 10:00:00
reg_0365,evt_011,mbr_069,registered,0,34,2026-02-10 00:00:00,
reg_0366,evt_014,mbr_069,attended,3,22,2026-02-12 00:00:00,2026-02-19 10:00:00
reg_0367,evt_001,mbr_070,attended,3,22,2026-02-08 00:00:00,2026-02-15 10:00:00
reg_0368,evt_002,mbr_070,registered,0,34,2025-12-21 00:00:00,
reg_0369,evt_005,mbr_070,attended,0,50,2025-12-18 00:00:00,2025-12-30 10:00:00
reg_0370,evt_008,mbr_070,registered,0,38,2025-12-19 00:00:00,
reg_0371,evt_010,mbr_070,attended,3,14,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0372,evt_011,mbr_070,attended,1,26,2026-02-06 00:00:00,2026-02-19 10:00:00
reg_0373,evt_001,mbr_071,attended,3,14,2026-02-10 00:00:00,2026-02-15 10:00:00
reg_0374,evt_004,mbr_071,attended,3,30,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0375,evt_007,mbr_071,attended,3,18,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0376,evt_013,mbr_071,attended,3,22,2026-01-08 00:00:00,2026-01-15 10:00:00
reg_0377,evt_014,mbr_071,registered,1,62,2026-02-05 00:00:00,
reg_0378,evt_001,mbr_072,registered,0,34,2026-02-06 00:00:00,
reg_0379,evt_004,mbr_072,attended,3,22,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0380,evt_007,mbr_072,registered,0,38,2026-01-06 00:00:00,
reg_0381,evt_009,mbr_072,attended,3,14,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0382,evt_010,mbr_072,attended,3,26,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0383,evt_015,mbr_072,attended,3,18,2026-01-26 00:00:00,2026-02-01 10:00:00
reg_0384,evt_001,mbr_073,attended,3,27,2026-02-07 00:00:00,2026-02-15 10:00:00
reg_0385,evt_006,mbr_073,attended,3,18,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0386,evt_007,mbr_073,attended,3,31,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0387,evt_012,mbr_073,attended,3,22,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0388,evt_013,mbr_073,registered,0,35,2026-01-06 00:00:00,
reg_0389,evt_003,mbr_074,attended,3,23,2026-02-25 00:00:00,2026-03-04 10:00:00
reg_0390,evt_004,mbr_074,registered,0,35,2026-01-07 00:00:00,
reg_0391,evt_009,mbr_074,attended,3,27,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0392,evt_010,mbr_074,registered,0,39,2026-01-06 00:00:00,
reg_0393,evt_012,mbr_074,attended,3,15,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0394,evt_015,mbr_074,attended,3,31,2026-01-24 00:00:00,2026-02-01 10:00:00
reg_0395,evt_001,mbr_075,registered,1,67,2026-02-14 00:00:00,
reg_0396,evt_003,mbr_075,attended,0,15,2026-02-21 00:00:00,2026-03-04 10:00:00
reg_0397,evt_006,mbr_075,attended,3,31,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0398,evt_009,mbr_075,attended,3,19,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0399,evt_012,mbr_075,registered,0,35,2026-01-24 00:00:00,
reg_0400,evt_015,mbr_075,attended,3,23,2026-01-25 00:00:00,2026-02-01 10:00:00
reg_0401,evt_002,mbr_076,attended,3,23,2025-12-23 00:00:00,2025-12-30 10:00:00
reg_0402,evt_003,mbr_076,registered,0,35,2026-02-23 00:00:00,
reg_0403,evt_005,mbr_076,attended,2,11,2025-12-25 00:00:00,2025-12-30 10:00:00
reg_0404,evt_006,mbr_076,attended,0,51,2026-01-21 00:00:00,2026-02-02 10:00:00
reg_0405,evt_009,mbr_076,registered,0,39,2026-01-23 00:00:00,
reg_0406,evt_011,mbr_076,attended,3,15,2026-02-14 00:00:00,2026-02-19 10:00:00
reg_0407,evt_012,mbr_076,attended,3,27,2026-01-20 00:00:00,2026-02-02 10:00:00
reg_0408,evt_002,mbr_077,attended,3,15,2025-12-25 00:00:00,2025-12-30 10:00:00
reg_0409,evt_005,mbr_077,attended,3,31,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0410,evt_008,mbr_077,attended,3,19,2025-12-23 00:00:00,2025-12-29 10:00:00
reg_0411,evt_014,mbr_077,attended,3,23,2026-02-12 00:00:00,2026-02-19 10:00:00
reg_0412,evt_015,mbr_077,registered,1,63,2026-01-18 00:00:00,
reg_0413,evt_002,mbr_078,registered,0,35,2025-12-21 00:00:00,
reg_0414,evt_004,mbr_078,attended,2,11,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0415,evt_005,mbr_078,attended,3,23,2025-12-23 00:00:00,2025-12-30 10:00:00
reg_0416,evt_008,mbr_078,registered,0,39,2025-12-19 00:00:00,
reg_0417,evt_010,mbr_078,attended,3,15,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0418,evt_011,mbr_078,attended,3,27,2026-02-11 00:00:00,2026-02-19 10:00:00
reg_0419,evt_001,mbr_079,attended,3,15,2026-02-10 00:00:00,2026-02-15 10:00:00
reg_0420,evt_002,mbr_079,attended,3,27,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0421,evt_007,mbr_079,attended,3,19,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0422,evt_008,mbr_079,attended,3,31,2025-12-21 00:00:00,2025-12-29 10:00:00
reg_0423,evt_013,mbr_079,attended,3,23,2026-01-08 00:00:00,2026-01-15 10:00:00
reg_0424,evt_014,mbr_079,registered,0,35,2026-02-10 00:00:00,
reg_0425,evt_004,mbr_080,attended,3,23,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0426,evt_005,mbr_080,registered,0,35,2025-12-21 00:00:00,
reg_0427,evt_007,mbr_080,attended,2,11,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0428,evt_010,mbr_080,attended,3,27,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0429,evt_011,mbr_080,registered,0,39,2026-02-09 00:00:00,
reg_0430,evt_013,mbr_080,attended,3,15,2026-01-10 00:00:00,2026-01-15 10:00:00
reg_0431,evt_001,mbr_081,attended,3,27,2026-02-07 00:00:00,2026-02-15 10:00:00
reg_0432,evt_002,mbr_081,registered,1,67,2025-12-29 00:00:00,
reg_0433,evt_004,mbr_081,attended,0,15,2026-01-05 00:00:00,2026-01-16 10:00:00
reg_0434,evt_007,mbr_081,attended,3,31,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0435,evt_010,mbr_081,attended,3,19,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0436,evt_013,mbr_081,registered,0,35,2026-01-06 00:00:00,
reg_0437,evt_015,mbr_081,attended,2,11,2026-01-27 00:00:00,2026-02-01 10:00:00
reg_0438,evt_003,mbr_082,attended,3,23,2026-02-25 00:00:00,2026-03-04 10:00:00
reg_0439,evt_004,mbr_082,registered,0,35,2026-01-07 00:00:00,
reg_0440,evt_006,mbr_082,attended,2,11,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0441,evt_007,mbr_082,attended,1,51,2026-01-04 00:00:00,2026-01-16 10:00:00
reg_0442,evt_010,mbr_082,registered,0,39,2026-01-06 00:00:00,
reg_0443,evt_012,mbr_082,attended,3,15,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0444,evt_013,mbr_082,attended,3,28,2026-01-02 00:00:00,2026-01-15 10:00:00
reg_0445,evt_001,mbr_083,registered,0,40,2026-02-05 00:00:00,
reg_0446,evt_003,mbr_083,attended,3,16,2026-02-26 00:00:00,2026-03-04 10:00:00
reg_0447,evt_006,mbr_083,attended,3,31,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0448,evt_009,mbr_083,attended,3,20,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0449,evt_010,mbr_083,attended,1,59,2026-01-02 00:00:00,2026-01-16 10:00:00
reg_0450,evt_015,mbr_083,attended,3,24,2026-01-25 00:00:00,2026-02-01 10:00:00
reg_0451,evt_003,mbr_084,registered,0,36,2026-02-23 00:00:00,
reg_0452,evt_005,mbr_084,attended,2,12,2025-12-25 00:00:00,2025-12-30 10:00:00
reg_0453,evt_006,mbr_084,attended,3,24,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0454,evt_009,mbr_084,registered,0,40,2026-01-23 00:00:00,
reg_0455,evt_011,mbr_084,attended,3,16,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0456,evt_012,mbr_084,attended,3,28,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0457,evt_002,mbr_085,attended,3,16,2025-12-24 00:00:00,2025-12-30 10:00:00
reg_0458,evt_003,mbr_085,attended,3,28,2026-02-24 00:00:00,2026-03-04 10:00:00
reg_0459,evt_008,mbr_085,attended,3,20,2025-12-23 00:00:00,2025-12-29 10:00:00
reg_0460,evt_009,mbr_085,registered,3,32,2026-01-24 00:00:00,
reg_0461,evt_014,mbr_085,attended,3,24,2026-02-12 00:00:00,2026-02-19 10:00:00
reg_0462,evt_015,mbr_085,registered,0,36,2026-01-23 00:00:00,
reg_0463,evt_005,mbr_086,attended,3,24,2025-12-23 00:00:00,2025-12-30 10:00:00
reg_0464,evt_006,mbr_086,registered,0,36,2026-01-24 00:00:00,
reg_0465,evt_008,mbr_086,attended,2,12,2025-12-24 00:00:00,2025-12-29 10:00:00
reg_0466,evt_011,mbr_086,attended,3,28,2026-02-11 00:00:00,2026-02-19 10:00:00
reg_0467,evt_012,mbr_086,registered,0,40,2026-01-23 00:00:00,
reg_0468,evt_014,mbr_086,attended,3,16,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0469,evt_002,mbr_087,attended,3,28,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0470,evt_003,mbr_087,registered,1,68,2026-03-03 00:00:00,
reg_0471,evt_005,mbr_087,attended,0,16,2025-12-19 00:00:00,2025-12-30 10:00:00
reg_0472,evt_008,mbr_087,registered,0,32,2025-12-20 00:00:00,
reg_0473,evt_011,mbr_087,attended,3,20,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0474,evt_014,mbr_087,registered,0,36,2026-02-10 00:00:00,
reg_0475,evt_005,mbr_088,registered,0,36,2025-12-21 00:00:00,
reg_0476,evt_007,mbr_088,attended,2,12,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0477,evt_008,mbr_088,attended,1,52,2025-12-17 00:00:00,2025-12-29 10:00:00
reg_0478,evt_011,mbr_088,registered,0,40,2026-02-09 00:00:00,
reg_0479,evt_013,mbr_088,attended,3,16,2026-01-09 00:00:00,2026-01-15 10:00:00
reg_0480,evt_014,mbr_088,attended,3,28,2026-02-06 00:00:00,2026-02-19 10:00:00
reg_0481,evt_001,mbr_t04,attended,3,28,2026-02-07 00:00:00,2026-02-15 10:00:00
reg_0482,evt_002,mbr_t04,registered,0,40,2025-12-20 00:00:00,
reg_0483,evt_004,mbr_t04,attended,3,16,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0484,evt_007,mbr_t04,registered,0,32,2026-01-07 00:00:00,
reg_0485,evt_010,mbr_t04,attended,3,20,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0486,evt_011,mbr_t04,attended,1,60,2026-02-05 00:00:00,2026-02-19 10:00:00
reg_0487,evt_001,mbr_090,attended,3,20,2026-02-09 00:00:00,2026-02-15 10:00:00
reg_0488,evt_004,mbr_090,registered,0,36,2026-01-07 00:00:00,
reg_0489,evt_006,mbr_090,attended,2,12,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0490,evt_007,mbr_090,attended,3,24,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0491,evt_010,mbr_090,registered,0,40,2026-01-06 00:00:00,
reg_0492,evt_012,mbr_090,attended,3,16,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0493,evt_013,mbr_090,attended,3,28,2026-01-07 00:00:00,2026-01-15 10:00:00
reg_0494,evt_001,mbr_091,registered,0,40,2026-02-05 00:00:00,
reg_0495,evt_003,mbr_091,attended,3,16,2026-02-26 00:00:00,2026-03-04 10:00:00
reg_0496,evt_004,mbr_091,attended,3,28,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0497,evt_009,mbr_091,attended,3,20,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0498,evt_010,mbr_091,registered,0,32,2026-01-07 00:00:00,
reg_0499,evt_015,mbr_091,attended,3,24,2026-01-25 00:00:00,2026-02-01 10:00:00
reg_0500,evt_001,mbr_092,registered,0,33,2026-02-01 00:00:00,
reg_0501,evt_006,mbr_092,attended,3,24,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0502,evt_007,mbr_092,registered,0,37,2026-01-07 00:00:00,
reg_0503,evt_009,mbr_092,attended,2,13,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0504,evt_012,mbr_092,attended,3,28,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0505,evt_013,mbr_092,registered,0,41,2026-01-05 00:00:00,
reg_0506,evt_015,mbr_092,attended,3,17,2026-01-26 00:00:00,2026-02-01 10:00:00
reg_0507,evt_003,mbr_093,attended,3,29,2026-02-24 00:00:00,2026-03-04 10:00:00
reg_0508,evt_004,mbr_093,registered,1,41,2026-01-15 00:00:00,
reg_0509,evt_006,mbr_093,attended,0,17,2026-01-22 00:00:00,2026-02-02 10:00:00
reg_0510,evt_009,mbr_093,registered,0,33,2026-01-24 00:00:00,
reg_0511,evt_012,mbr_093,attended,3,21,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0512,evt_015,mbr_093,registered,0,37,2026-01-23 00:00:00,
reg_0513,evt_006,mbr_094,registered,0,37,2026-01-24 00:00:00,
reg_0514,evt_008,mbr_094,attended,2,13,2025-12-24 00:00:00,2025-12-29 10:00:00
reg_0515,evt_009,mbr_094,attended,1,53,2026-01-21 00:00:00,2026-02-02 10:00:00
reg_0516,evt_012,mbr_094,registered,0,41,2026-01-23 00:00:00,
reg_0517,evt_014,mbr_094,attended,3,17,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0518,evt_015,mbr_094,attended,3,29,2026-01-19 00:00:00,2026-02-01 10:00:00
reg_0519,evt_002,mbr_095,attended,3,29,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0520,evt_003,mbr_095,registered,0,41,2026-02-22 00:00:00,
reg_0521,evt_005,mbr_095,attended,3,17,2025-12-24 00:00:00,2025-12-30 10:00:00
reg_0522,evt_008,mbr_095,registered,0,33,2025-12-20 00:00:00,
reg_0523,evt_011,mbr_095,attended,3,21,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0524,evt_012,mbr_095,attended,1,61,2026-01-19 00:00:00,2026-02-02 10:00:00
reg_0525,evt_002,mbr_096,attended,3,21,2025-12-23 00:00:00,2025-12-30 10:00:00
reg_0526,evt_005,mbr_096,registered,0,37,2025-12-21 00:00:00,
reg_0527,evt_007,mbr_096,attended,2,13,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0528,evt_008,mbr_096,attended,3,25,2025-12-22 00:00:00,2025-12-29 10:00:00
reg_0529,evt_011,mbr_096,registered,0,41,2026-02-09 00:00:00,
reg_0530,evt_013,mbr_096,attended,3,17,2026-01-09 00:00:00,2026-01-15 10:00:00
reg_0531,evt_014,mbr_096,attended,3,29,2026-02-11 00:00:00,2026-02-19 10:00:00
reg_0532,evt_002,mbr_097,registered,0,41,2025-12-20 00:00:00,
reg_0533,evt_004,mbr_097,attended,3,17,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0534,evt_005,mbr_097,attended,3,29,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0535,evt_010,mbr_097,attended,3,21,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0536,evt_011,mbr_097,registered,0,33,2026-02-10 00:00:00,
reg_0537,evt_001,mbr_098,attended,3,21,2026-02-08 00:00:00,2026-02-15 10:00:00
reg_0538,evt_002,mbr_098,registered,0,33,2025-12-16 00:00:00,
reg_0539,evt_007,mbr_098,attended,3,25,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0540,evt_008,mbr_098,registered,0,37,2025-12-19 00:00:00,
reg_0541,evt_010,mbr_098,attended,3,13,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0542,evt_013,mbr_098,attended,3,29,2026-01-07 00:00:00,2026-01-15 10:00:00
reg_0543,evt_014,mbr_098,registered,0,41,2026-02-09 00:00:00,
reg_0544,evt_001,mbr_099,registered,0,41,2026-02-05 00:00:00,
reg_0545,evt_004,mbr_099,attended,3,29,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0546,evt_007,mbr_099,attended,3,17,2026-01-05 00:00:00,2026-01-16 10:00:00
reg_0547,evt_010,mbr_099,registered,0,33,2026-01-07 00:00:00,
reg_0548,evt_013,mbr_099,attended,3,21,2026-01-08 00:00:00,2026-01-15 10:00:00
reg_0549,evt_001,mbr_100,registered,0,33,2026-02-06 00:00:00,
reg_0550,evt_007,mbr_100,registered,0,37,2026-01-06 00:00:00,
reg_0551,evt_009,mbr_100,attended,3,13,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0552,evt_010,mbr_100,attended,1,53,2026-01-04 00:00:00,2026-01-16 10:00:00
reg_0553,evt_015,mbr_100,attended,3,17,2026-01-26 00:00:00,2026-02-01 10:00:00
reg_0554,evt_003,mbr_101,attended,3,29,2026-02-24 00:00:00,2026-03-04 10:00:00
reg_0555,evt_006,mbr_101,attended,3,17,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0556,evt_009,mbr_101,registered,0,33,2026-01-24 00:00:00,
reg_0557,evt_012,mbr_101,attended,3,21,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0558,evt_013,mbr_101,attended,1,61,2026-01-01 00:00:00,2026-01-15 10:00:00
reg_0559,evt_003,mbr_102,attended,3,22,2026-02-25 00:00:00,2026-03-04 10:00:00
reg_0560,evt_006,mbr_102,registered,0,37,2026-01-23 00:00:00,
reg_0561,evt_008,mbr_102,attended,3,13,2025-12-24 00:00:00,2025-12-29 10:00:00
reg_0562,evt_009,mbr_102,attended,3,26,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0563,evt_014,mbr_102,attended,3,17,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0564,evt_015,mbr_102,attended,3,30,2026-01-24 00:00:00,2026-02-01 10:00:00
reg_0565,evt_005,mbr_103,attended,3,17,2025-12-24 00:00:00,2025-12-30 10:00:00
reg_0566,evt_006,mbr_103,attended,3,30,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0567,evt_011,mbr_103,attended,3,21,2026-02-12 00:00:00,2026-02-19 10:00:00
reg_0568,evt_012,mbr_103,registered,0,34,2026-01-24 00:00:00,
reg_0569,evt_002,mbr_104,attended,3,22,2025-12-23 00:00:00,2025-12-30 10:00:00
reg_0570,evt_003,mbr_104,registered,0,34,2026-02-18 00:00:00,
reg_0571,evt_008,mbr_104,attended,3,26,2025-12-22 00:00:00,2025-12-29 10:00:00
reg_0572,evt_009,mbr_104,registered,0,38,2026-01-23 00:00:00,
reg_0573,evt_011,mbr_104,attended,3,14,2026-02-14 00:00:00,2026-02-19 10:00:00
reg_0574,evt_014,mbr_104,attended,3,30,2026-02-11 00:00:00,2026-02-19 10:00:00
reg_0575,evt_002,mbr_105,attended,0,42,2025-12-20 00:00:00,2025-12-30 10:00:00
reg_0576,evt_005,mbr_105,attended,3,30,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0577,evt_008,mbr_105,attended,3,18,2025-12-18 00:00:00,2025-12-29 10:00:00
reg_0578,evt_011,mbr_105,registered,0,34,2026-02-10 00:00:00,
reg_0579,evt_014,mbr_105,attended,3,22,2026-02-12 00:00:00,2026-02-19 10:00:00
reg_0580,evt_001,mbr_106,attended,3,22,2026-02-08 00:00:00,2026-02-15 10:00:00
reg_0581,evt_002,mbr_106,registered,0,34,2025-12-21 00:00:00,
reg_0582,evt_005,mbr_106,attended,0,50,2025-12-18 00:00:00,2025-12-30 10:00:00
reg_0583,evt_008,mbr_106,registered,0,38,2025-12-19 00:00:00,
reg_0584,evt_010,mbr_106,attended,3,14,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0585,evt_011,mbr_106,attended,1,26,2026-02-06 00:00:00,2026-02-19 10:00:00
reg_0586,evt_001,mbr_107,attended,3,14,2026-02-10 00:00:00,2026-02-15 10:00:00
reg_0587,evt_004,mbr_107,attended,3,30,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0588,evt_007,mbr_107,attended,3,18,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0589,evt_010,mbr_107,registered,0,34,2026-01-07 00:00:00,
reg_0590,evt_013,mbr_107,attended,3,22,2026-01-08 00:00:00,2026-01-15 10:00:00
reg_0591,evt_014,mbr_107,registered,1,62,2026-02-05 00:00:00,
reg_0592,evt_001,mbr_108,registered,0,34,2026-02-06 00:00:00,
reg_0593,evt_004,mbr_108,attended,3,22,2026-01-09 00:00:00,2026-01-16 10:00:00
