Reservation ID,Course,Date,Tee Time,Players,Guest Flag,Transportation,Caddie,Holes,Status,Check-In Time,Round Start,Round End,Duration (min)
bkg_1120,course_main,2026-02-26,12:00,1,0,push_cart,0,9,completed,2026-02-26 11:33:00,2026-02-26 12:00:00,2026-02-26 14:40:00,160
bkg_1121,course_main,2026-01-13,06:10,4,0,walk,0,18,completed,2026-01-13 05:40:00,2026-01-13 06:10:00,2026-01-13 10:41:00,271
bkg_1122,course_main,2025-12-31,08:40,4,0,walk,0,18,completed,,,,
bkg_1124,course_main,2026-01-26,16:20,3,1,cart,0,18,completed,2026-01-26 16:06:00,2026-01-26 16:20:00,2026-01-26 20:35:00,255
bkg_1125,course_main,2026-03-07,11:30,1,0,push_cart,0,9,completed,2026-03-07 11:13:00,2026-03-07 11:30:00,2026-03-07 14:04:00,154
bkg_1126,course_main,2026-02-21,12:00,2,0,push_cart,0,18,completed,2026-02-21 11:32:00,2026-02-21 12:00:00,2026-02-21 15:43:00,223
bkg_1127,course_main,2026-01-09,07:10,4,0,walk,0,18,completed,,,,
bkg_1128,course_main,2025-12-26,09:40,4,0,push_cart,0,9,completed,2025-12-26 09:26:00,2025-12-26 09:40:00,2025-12-26 12:06:00,146
bkg_1129,course_main,2026-02-04,15:50,3,0,cart,0,18,completed,2026-02-04 15:25:00,2026-02-04 15:50:00,2026-02-04 20:59:00,309
bkg_1130,course_main,2026-01-22,16:30,3,1,walk,0,18,completed,2026-01-22 16:02:00,2026-01-22 16:30:00,2026-01-22 20:51:00,261
bkg_1132,course_main,2026-02-17,13:10,2,0,cart,0,18,completed,2026-02-17 12:49:00,2026-02-17 13:10:00,2026-02-17 16:59:00,229
bkg_1133,course_main,2026-01-04,08:20,4,1,cart,0,18,completed,2026-01-04 08:09:00,2026-01-04 08:20:00,2026-01-04 12:25:00,245
bkg_1134,course_main,2025-12-22,09:50,1,1,push_cart,0,9,completed,2025-12-22 09:35:00,2025-12-22 09:50:00,2025-12-22 12:19:00,149
bkg_1135,course_main,2026-01-31,15:00,1,0,push_cart,0,9,completed,2026-01-31 14:34:00,2026-01-31 15:00:00,2026-01-31 17:37:00,157
bkg_1136,course_main,2026-01-17,06:10,3,0,walk,0,18,completed,2026-01-17 05:41:00,2026-01-17 06:10:00,2026-01-17 10:36:00,266
bkg_1137,course_main,2026-02-26,08:40,4,0,walk,1,18,completed,,,,
bkg_1139,course_main,2025-12-31,15:20,3,1,cart,0,18,completed,2025-12-31 15:08:00,2025-12-31 15:20:00,2025-12-31 19:30:00,250
bkg_1140,course_main,2025-12-18,10:30,1,1,push_cart,0,9,completed,2025-12-18 10:14:00,2025-12-18 10:30:00,2025-12-18 13:02:00,152
bkg_1141,course_main,2026-01-22,16:30,3,1,walk,0,18,completed,2026-01-22 16:15:00,2026-01-22 16:30:00,2026-01-22 20:51:00,261
bkg_1142,course_main,2026-03-02,11:40,1,0,push_cart,1,9,completed,2026-03-02 11:22:00,2026-03-02 11:40:00,2026-03-02 14:17:00,157
bkg_1143,course_main,2026-02-17,13:10,2,0,cart,0,18,completed,2026-02-17 12:41:00,2026-02-17 13:10:00,2026-02-17 16:59:00,229
bkg_1144,course_main,2026-01-04,08:20,4,1,walk,0,18,completed,,,,
bkg_1146,course_main,2026-01-30,15:00,3,0,cart,0,18,completed,2026-01-30 14:34:00,2026-01-30 15:00:00,2026-01-30 19:10:00,250
bkg_1147,course_main,2026-01-17,06:30,3,1,walk,0,18,completed,2026-01-17 06:14:00,2026-01-17 06:30:00,2026-01-17 10:56:00,266
bkg_1148,course_main,2026-02-26,12:40,1,0,push_cart,1,9,completed,2026-02-26 12:21:00,2026-02-26 12:40:00,2026-02-26 15:20:00,160
bkg_1149,course_main,2026-02-12,13:10,2,0,cart,0,18,completed,2026-02-12 12:40:00,2026-02-12 13:10:00,2026-02-12 17:04:00,234
bkg_1150,course_main,2025-12-31,08:20,4,1,walk,0,18,completed,,,,
bkg_1152,course_main,2026-01-26,16:00,3,0,cart,0,18,completed,2026-01-26 15:33:00,2026-01-26 16:00:00,2026-01-26 21:19:00,319
bkg_1153,course_main,2026-01-13,07:30,4,0,walk,0,18,completed,2026-01-13 07:00:00,2026-01-13 07:30:00,2026-01-13 12:01:00,271
bkg_1154,course_main,2026-02-21,12:40,2,0,push_cart,0,18,completed,,,,
bkg_1156,course_main,2025-12-26,09:20,4,1,push_cart,0,18,completed,2025-12-26 09:06:00,2025-12-26 09:20:00,2025-12-26 13:36:00,256
bkg_1157,course_main,2026-03-06,11:50,1,0,push_cart,0,9,completed,2026-03-06 11:33:00,2026-03-06 11:50:00,2026-03-06 14:24:00,154
bkg_1158,course_main,2026-01-22,16:00,3,0,push_cart,0,18,completed,2026-01-22 15:32:00,2026-01-22 16:00:00,2026-01-22 19:44:00,224
bkg_1159,course_main,2026-01-08,07:40,4,0,walk,0,18,completed,,,,
bkg_1161,course_main,2026-02-04,15:50,3,0,cart,0,18,completed,2026-02-04 15:25:00,2026-02-04 15:50:00,2026-02-04 19:55:00,245
bkg_1162,course_main,2025-12-22,16:30,3,1,walk,0,18,completed,2025-12-22 16:15:00,2025-12-22 16:30:00,2025-12-22 20:51:00,261
bkg_1163,course_main,2026-03-02,11:40,1,0,push_cart,1,9,completed,2026-03-02 11:22:00,2026-03-02 11:40:00,2026-03-02 14:17:00,157
bkg_1164,course_main,2026-01-17,13:10,2,0,cart,0,18,completed,2026-01-17 12:41:00,2026-01-17 13:10:00,2026-01-17 16:59:00,229
bkg_1165,course_main,2026-01-04,08:20,4,1,walk,0,18,completed,,,,
bkg_1167,course_main,2026-01-30,15:00,3,0,cart,0,18,completed,2026-01-30 14:34:00,2026-01-30 15:00:00,2026-01-30 19:10:00,250
bkg_1168,course_main,2025-12-18,06:30,3,1,walk,0,18,completed,2025-12-18 06:14:00,2025-12-18 06:30:00,2025-12-18 10:56:00,266
bkg_1169,course_main,2026-02-26,12:40,1,0,push_cart,1,9,completed,2026-02-26 12:21:00,2026-02-26 12:40:00,2026-02-26 15:20:00,160
bkg_1170,course_main,2026-01-13,13:10,2,0,cart,0,18,completed,2026-01-13 12:40:00,2026-01-13 13:10:00,2026-01-13 17:04:00,234
bkg_1171,course_main,2026-02-17,13:40,2,0,cart,0,18,completed,2026-02-17 13:19:00,2026-02-17 13:40:00,2026-02-17 17:29:00,229
bkg_1172,course_main,2026-02-04,15:20,3,1,cart,0,18,completed,2026-02-04 15:09:00,2026-02-04 15:20:00,2026-02-04 19:25:00,245
bkg_1173,course_main,2025-12-22,09:30,1,1,push_cart,0,9,completed,2025-12-22 09:15:00,2025-12-22 09:30:00,2025-12-22 11:59:00,149
bkg_1174,course_main,2026-03-02,11:00,1,0,push_cart,0,9,completed,2026-03-02 10:34:00,2026-03-02 11:00:00,2026-03-02 13:37:00,157
bkg_1175,course_main,2026-01-17,06:10,3,0,walk,0,18,completed,2026-01-17 05:41:00,2026-01-17 06:10:00,2026-01-17 10:36:00,266
bkg_1176,course_main,2026-01-04,08:40,4,0,walk,1,18,completed,,,,
bkg_1178,course_main,2026-01-30,15:20,3,1,cart,0,18,completed,2026-01-30 15:07:00,2026-01-30 15:20:00,2026-01-30 19:30:00,250
bkg_1179,course_main,2025-12-18,10:30,1,0,push_cart,0,9,completed,2025-12-18 10:14:00,2025-12-18 10:30:00,2025-12-18 12:43:00,133
bkg_1180,course_main,2026-02-25,12:00,2,0,push_cart,0,9,completed,2026-02-25 11:41:00,2026-02-25 12:00:00,2026-02-25 14:40:00,160
bkg_1181,course_main,2026-01-13,07:10,4,0,walk,0,18,completed,2026-01-13 06:40:00,2026-01-13 07:10:00,2026-01-13 11:04:00,234
bkg_1182,course_main,2025-12-31,08:40,4,0,walk,0,18,completed,,,,
bkg_1184,course_main,2026-01-26,16:20,3,1,cart,0,18,completed,2026-01-26 15:53:00,2026-01-26 16:20:00,2026-01-26 20:36:00,256
bkg_1185,course_main,2026-03-06,11:30,1,0,walk,0,18,completed,2026-03-06 11:13:00,2026-03-06 11:30:00,2026-03-06 16:02:00,272
bkg_2158,course_main,2026-01-02,08:20,4,1,walk,0,18,completed,,,,
bkg_1186,course_main,2026-02-21,12:00,2,0,push_cart,0,18,completed,2026-02-21 11:40:00,2026-02-21 12:00:00,2026-02-21 15:44:00,224
bkg_1187,course_main,2026-01-08,07:10,2,0,cart,0,18,completed,2026-01-08 07:00:00,2026-01-08 07:10:00,2026-01-08 11:10:00,240
bkg_1188,course_main,2025-12-26,09:20,4,1,push_cart,0,9,completed,2025-12-26 09:06:00,2025-12-26 09:20:00,2025-12-26 11:46:00,146
bkg_1189,course_main,2026-02-04,11:50,1,0,push_cart,0,9,completed,2026-02-04 11:25:00,2026-02-04 11:50:00,2026-02-04 14:25:00,155
bkg_1190,course_main,2026-01-21,16:00,3,0,walk,0,18,completed,2026-01-21 15:32:00,2026-01-21 16:00:00,2026-01-21 20:21:00,261
bkg_1191,course_main,2026-03-02,07:40,4,0,walk,1,18,completed,,,,
bkg_1192,course_main,2026-02-17,13:40,2,0,cart,0,18,completed,2026-02-17 13:19:00,2026-02-17 13:40:00,2026-02-17 17:29:00,229
bkg_1193,course_main,2026-01-04,15:20,3,1,cart,0,18,completed,2026-01-04 15:09:00,2026-01-04 15:20:00,2026-01-04 19:25:00,245
bkg_1194,course_main,2025-12-22,09:30,1,1,push_cart,0,9,completed,2025-12-22 09:15:00,2025-12-22 09:30:00,2025-12-22 11:59:00,149
bkg_1195,course_main,2026-01-30,11:00,1,0,push_cart,0,9,completed,2026-01-30 10:34:00,2026-01-30 11:00:00,2026-01-30 13:37:00,157
bkg_1196,course_main,2026-01-17,06:10,3,0,walk,0,18,completed,2026-01-17 05:41:00,2026-01-17 06:10:00,2026-01-17 10:36:00,266
bkg_1197,course_main,2026-02-26,08:40,4,0,walk,1,18,completed,,,,
bkg_1199,course_main,2026-01-30,15:20,3,1,cart,0,18,completed,2026-01-30 15:07:00,2026-01-30 15:20:00,2026-01-30 19:30:00,250
bkg_1200,course_main,2025-12-17,10:30,1,0,push_cart,0,9,completed,2025-12-17 10:14:00,2025-12-17 10:30:00,2025-12-17 13:02:00,152
bkg_1201,course_main,2026-01-21,16:30,3,1,walk,0,18,completed,2026-01-21 16:15:00,2026-01-21 16:30:00,2026-01-21 20:51:00,261
bkg_1202,course_main,2026-03-02,11:40,1,0,push_cart,1,9,completed,2026-03-02 11:22:00,2026-03-02 11:40:00,2026-03-02 14:17:00,157
bkg_1203,course_main,2026-02-16,13:10,2,0,cart,0,18,completed,2026-02-16 12:41:00,2026-02-16 13:10:00,2026-02-16 16:59:00,229
bkg_1204,course_main,2026-01-04,08:20,4,1,walk,0,18,completed,,,,
bkg_1206,course_main,2026-01-30,15:00,3,0,cart,0,18,completed,2026-01-30 14:34:00,2026-01-30 15:00:00,2026-01-30 20:14:00,314
bkg_1207,course_main,2026-01-17,06:30,3,0,walk,0,18,completed,2026-01-17 06:01:00,2026-01-17 06:30:00,2026-01-17 10:56:00,266
bkg_1208,course_main,2026-02-25,12:40,2,0,push_cart,1,18,completed,,,,
bkg_1210,course_main,2025-12-31,08:20,4,1,cart,0,18,completed,2025-12-31 08:07:00,2025-12-31 08:20:00,2025-12-31 12:31:00,251
bkg_1211,course_main,2025-12-17,10:50,1,0,push_cart,0,9,completed,2025-12-17 10:34:00,2025-12-17 10:50:00,2025-12-17 13:22:00,152
bkg_1212,course_main,2026-01-26,16:00,2,0,push_cart,0,9,completed,2026-01-26 15:33:00,2026-01-26 16:00:00,2026-01-26 18:40:00,160
bkg_1213,course_main,2026-01-13,07:10,4,0,walk,0,18,completed,2026-01-13 06:40:00,2026-01-13 07:10:00,2026-01-13 11:42:00,272
bkg_1214,course_main,2026-02-21,08:40,4,0,walk,0,18,completed,,,,
bkg_1216,course_main,2025-12-26,16:20,3,1,cart,0,18,completed,2025-12-26 16:06:00,2025-12-26 16:20:00,2025-12-26 20:36:00,256
bkg_1217,course_main,2026-03-06,11:30,1,0,push_cart,0,9,completed,2026-03-06 11:13:00,2026-03-06 11:30:00,2026-03-06 14:05:00,155
bkg_1218,course_main,2026-01-21,12:00,2,0,push_cart,0,18,completed,2026-01-21 11:32:00,2026-01-21 12:00:00,2026-01-21 15:44:00,224
bkg_1219,course_main,2026-01-08,07:10,4,0,walk,0,18,completed,,,,
bkg_1220,course_main,2026-02-17,09:40,4,0,push_cart,0,9,completed,2026-02-17 09:19:00,2026-02-17 09:40:00,2026-02-17 12:07:00,147
bkg_1221,course_main,2026-02-03,15:50,3,0,cart,0,18,completed,2026-02-03 15:25:00,2026-02-03 15:50:00,2026-02-03 19:55:00,245
bkg_1222,course_main,2025-12-22,16:30,3,1,walk,0,18,completed,2025-12-22 16:15:00,2025-12-22 16:30:00,2025-12-22 20:51:00,261
bkg_1223,course_main,2026-03-02,11:40,1,0,push_cart,1,9,completed,2026-03-02 11:22:00,2026-03-02 11:40:00,2026-03-02 14:17:00,157
bkg_1224,course_main,2026-02-16,13:10,2,0,cart,0,18,completed,2026-02-16 12:41:00,2026-02-16 13:10:00,2026-02-16 16:59:00,229
bkg_1225,course_main,2026-01-04,08:20,4,1,walk,0,18,completed,,,,
bkg_1227,course_main,2026-01-30,15:00,3,0,cart,0,18,completed,2026-01-30 14:34:00,2026-01-30 15:00:00,2026-01-30 19:10:00,250
bkg_1228,course_main,2026-01-17,06:30,3,0,walk,0,18,completed,2026-01-17 06:14:00,2026-01-17 06:30:00,2026-01-17 10:56:00,266
bkg_1229,course_main,2026-02-25,12:40,2,0,push_cart,1,9,completed,2026-02-25 12:21:00,2026-02-25 12:40:00,2026-02-25 15:20:00,160
bkg_1230,course_main,2026-02-12,14:10,2,0,cart,0,18,completed,2026-02-12 13:40:00,2026-02-12 14:10:00,2026-02-12 18:05:00,235
bkg_1231,course_main,2026-02-17,13:50,2,0,cart,0,18,completed,2026-02-17 13:29:00,2026-02-17 13:50:00,2026-02-17 18:43:00,293
bkg_1232,course_main,2026-02-03,15:20,3,1,cart,0,18,completed,2026-02-03 14:55:00,2026-02-03 15:20:00,2026-02-03 19:25:00,245
bkg_1233,course_main,2025-12-22,09:30,1,1,push_cart,0,9,completed,2025-12-22 09:15:00,2025-12-22 09:30:00,2025-12-22 11:41:00,131
bkg_1234,course_main,2026-03-01,11:00,1,0,push_cart,0,9,completed,2026-03-01 10:42:00,2026-03-01 11:00:00,2026-03-01 13:37:00,157
bkg_1235,course_main,2026-01-17,06:10,3,0,walk,0,18,completed,2026-01-17 05:41:00,2026-01-17 06:10:00,2026-01-17 09:59:00,229
bkg_1236,course_main,2026-01-04,08:40,4,0,walk,0,18,completed,,,,
bkg_1238,course_main,2026-01-30,15:20,3,0,cart,0,18,completed,2026-01-30 14:54:00,2026-01-30 15:20:00,2026-01-30 19:31:00,251
bkg_2636,course_main,2026-01-08,07:40,4,0,walk,1,18,completed,,,,
bkg_1239,course_main,2025-12-17,10:30,3,0,walk,0,18,completed,2025-12-17 10:14:00,2025-12-17 10:30:00,2025-12-17 14:57:00,267
bkg_1240,course_main,2026-02-25,12:40,2,0,push_cart,1,9,completed,2026-02-25 12:21:00,2026-02-25 12:40:00,2026-02-25 15:20:00,160
bkg_1241,course_main,2026-01-13,14:10,2,0,cart,0,18,completed,2026-01-13 13:40:00,2026-01-13 14:10:00,2026-01-13 18:05:00,235
bkg_1242,course_main,2025-12-30,08:20,4,1,walk,0,18,completed,,,,
bkg_1244,course_main,2026-01-26,16:00,3,0,cart,0,18,completed,2026-01-26 15:33:00,2026-01-26 16:00:00,2026-01-26 20:16:00,256
bkg_1245,course_main,2026-03-06,07:30,4,0,walk,0,18,completed,2026-03-06 07:13:00,2026-03-06 07:30:00,2026-03-06 12:02:00,272
bkg_1246,course_main,2026-02-21,12:40,2,0,push_cart,0,18,completed,2026-02-21 12:20:00,2026-02-21 12:40:00,2026-02-21 16:24:00,224
bkg_1247,course_main,2026-01-08,14:10,2,0,cart,0,18,completed,2026-01-08 14:00:00,2026-01-08 14:10:00,2026-01-08 18:10:00,240
bkg_1248,course_main,2025-12-26,09:20,4,1,push_cart,0,9,completed,2025-12-26 09:06:00,2025-12-26 09:20:00,2025-12-26 11:47:00,147
bkg_1249,course_main,2026-02-03,11:50,1,0,push_cart,0,9,completed,2026-02-03 11:25:00,2026-02-03 11:50:00,2026-02-03 14:25:00,155
bkg_1250,course_main,2026-01-21,16:00,3,0,walk,0,18,completed,2026-01-21 15:32:00,2026-01-21 16:00:00,2026-01-21 20:21:00,261
bkg_1251,course_main,2026-01-08,07:40,4,0,walk,1,18,completed,,,,
bkg_1252,course_main,2026-02-16,13:50,2,0,cart,0,18,completed,2026-02-16 13:28:00,2026-02-16 13:50:00,2026-02-16 17:39:00,229
bkg_1253,course_main,2026-02-03,15:20,3,1,cart,0,18,completed,2026-02-03 15:08:00,2026-02-03 15:20:00,2026-02-03 19:25:00,245
bkg_1254,course_main,2025-12-22,09:30,1,1,push_cart,0,9,completed,2025-12-22 09:15:00,2025-12-22 09:30:00,2025-12-22 11:59:00,149
bkg_1255,course_main,2026-03-01,11:00,1,0,push_cart,0,9,completed,2026-03-01 10:34:00,2026-03-01 11:00:00,2026-03-01 13:37:00,157
bkg_1256,course_main,2026-01-17,06:10,3,0,walk,0,18,completed,2026-01-17 05:41:00,2026-01-17 06:10:00,2026-01-17 10:36:00,266
bkg_1257,course_main,2026-01-04,08:40,4,0,walk,1,18,completed,,,,
bkg_1259,course_main,2026-01-30,15:20,3,1,cart,0,18,completed,2026-01-30 15:07:00,2026-01-30 15:20:00,2026-01-30 19:31:00,251
bkg_1260,course_main,2025-12-17,10:30,1,0,push_cart,0,9,completed,2025-12-17 10:14:00,2025-12-17 10:30:00,2025-12-17 13:02:00,152
bkg_1261,course_main,2026-01-21,16:30,3,1,walk,0,18,completed,2026-01-21 16:02:00,2026-01-21 16:30:00,2026-01-21 20:51:00,261
bkg_1262,course_main,2026-03-01,11:40,1,0,walk,1,18,completed,,,,
bkg_1263,course_main,2026-02-16,13:10,2,0,cart,0,18,completed,2026-02-16 12:48:00,2026-02-16 13:10:00,2026-02-16 16:59:00,229
bkg_1264,course_main,2026-01-04,08:20,3,1,cart,0,18,completed,2026-01-04 08:08:00,2026-01-04 08:20:00,2026-01-04 12:26:00,246
bkg_1265,course_main,2025-12-21,09:30,1,1,push_cart,0,9,completed,2025-12-21 09:15:00,2025-12-21 09:30:00,2025-12-21 11:59:00,149
bkg_1266,course_main,2026-01-30,11:00,1,0,push_cart,0,9,completed,2026-01-30 10:34:00,2026-01-30 11:00:00,2026-01-30 13:38:00,158
bkg_1267,course_main,2026-01-17,06:10,3,0,walk,0,18,completed,2026-01-17 05:41:00,2026-01-17 06:10:00,2026-01-17 10:37:00,267
bkg_1268,course_main,2026-02-25,08:40,4,0,walk,1,18,completed,,,,
bkg_1270,course_main,2025-12-30,15:20,3,1,cart,0,18,completed,2025-12-30 15:07:00,2025-12-30 15:20:00,2025-12-30 19:31:00,251
bkg_1271,course_main,2025-12-17,10:30,1,0,push_cart,0,9,completed,2025-12-17 10:14:00,2025-12-17 10:30:00,2025-12-17 13:02:00,152
bkg_1272,course_main,2026-01-26,12:00,2,0,push_cart,0,9,completed,2026-01-26 11:33:00,2026-01-26 12:00:00,2026-01-26 14:40:00,160
bkg_1273,course_main,2026-01-12,07:10,4,0,walk,0,18,completed,2026-01-12 06:40:00,2026-01-12 07:10:00,2026-01-12 11:42:00,272
bkg_1274,course_main,2026-02-21,08:40,4,0,walk,0,18,completed,,,,
bkg_1276,course_main,2026-01-25,16:20,3,1,cart,0,18,completed,2026-01-25 16:06:00,2026-01-25 16:20:00,2026-01-25 20:36:00,256
bkg_1277,course_main,2026-03-06,11:30,1,0,push_cart,0,9,completed,2026-03-06 11:13:00,2026-03-06 11:30:00,2026-03-06 14:05:00,155
bkg_1278,course_main,2026-02-20,12:00,2,0,push_cart,0,18,completed,2026-02-20 11:32:00,2026-02-20 12:00:00,2026-02-20 15:44:00,224
bkg_1280,course_main,2025-12-26,09:50,4,0,push_cart,0,9,completed,2025-12-26 09:28:00,2025-12-26 09:50:00,2025-12-26 12:17:00,147
bkg_1281,course_main,2026-02-03,15:50,3,0,cart,0,18,completed,2026-02-03 15:25:00,2026-02-03 15:50:00,2026-02-03 19:55:00,245
bkg_1282,course_main,2026-01-21,16:30,3,1,walk,0,18,completed,2026-01-21 16:15:00,2026-01-21 16:30:00,2026-01-21 20:51:00,261
bkg_1283,course_main,2026-03-01,11:40,1,0,push_cart,1,9,completed,2026-03-01 11:22:00,2026-03-01 11:40:00,2026-03-01 14:17:00,157
bkg_1284,course_main,2026-02-16,13:10,2,0,cart,0,18,completed,2026-02-16 12:41:00,2026-02-16 13:10:00,2026-02-16 17:00:00,230
bkg_1285,course_main,2026-01-04,08:20,4,1,walk,0,18,completed,,,,
bkg_1287,course_main,2026-01-30,15:00,3,0,cart,0,18,completed,2026-01-30 14:34:00,2026-01-30 15:00:00,2026-01-30 19:11:00,251
bkg_1288,course_main,2026-01-17,06:30,3,0,walk,0,18,completed,2026-01-17 06:14:00,2026-01-17 06:30:00,2026-01-17 10:57:00,267
bkg_1289,course_main,2026-02-25,12:40,2,0,push_cart,0,9,completed,2026-02-25 12:21:00,2026-02-25 12:40:00,2026-02-25 15:20:00,160
bkg_1290,course_main,2026-02-12,14:10,2,0,cart,0,18,completed,2026-02-12 13:40:00,2026-02-12 14:10:00,2026-02-12 18:05:00,235
bkg_1291,course_main,2026-02-16,13:50,4,0,push_cart,0,9,completed,2026-02-16 13:28:00,2026-02-16 13:50:00,2026-02-16 16:17:00,147
bkg_1292,course_main,2026-02-03,15:50,3,0,cart,0,18,completed,2026-02-03 15:25:00,2026-02-03 15:50:00,2026-02-03 19:56:00,246
bkg_1293,course_main,2025-12-21,16:30,3,1,walk,0,18,completed,2025-12-21 16:15:00,2025-12-21 16:30:00,2025-12-21 20:52:00,262
bkg_1294,course_main,2026-03-01,11:40,1,0,push_cart,1,9,completed,2026-03-01 11:22:00,2026-03-01 11:40:00,2026-03-01 14:18:00,158
bkg_1295,course_main,2026-01-17,13:10,2,0,cart,0,18,completed,2026-01-17 12:41:00,2026-01-17 13:10:00,2026-01-17 17:00:00,230
bkg_1296,course_main,2026-01-03,08:20,4,1,walk,0,18,completed,,,,
bkg_1298,course_main,2026-01-30,15:00,3,0,cart,0,18,completed,2026-01-30 14:34:00,2026-01-30 15:00:00,2026-01-30 19:11:00,251
bkg_1299,course_main,2025-12-17,06:30,3,0,walk,0,18,completed,2025-12-17 06:14:00,2025-12-17 06:30:00,2025-12-17 10:57:00,267
bkg_1300,course_main,2026-02-25,12:40,2,0,push_cart,0,9,completed,2026-02-25 12:21:00,2026-02-25 12:40:00,2026-02-25 15:20:00,160
bkg_1301,course_main,2026-01-12,14:10,2,0,cart,0,18,completed,2026-01-12 13:40:00,2026-01-12 14:10:00,2026-01-12 18:05:00,235
bkg_1302,course_main,2025-12-30,08:20,4,1,walk,0,18,completed,,,,
bkg_1304,course_main,2026-01-25,16:00,3,0,cart,0,18,completed,2026-01-25 15:33:00,2026-01-25 16:00:00,2026-01-25 20:16:00,256
bkg_1305,course_main,2026-01-12,07:30,4,0,walk,0,18,completed,2026-01-12 07:13:00,2026-01-12 07:30:00,2026-01-12 12:02:00,272
bkg_1306,course_main,2026-02-20,12:40,2,0,push_cart,0,18,completed,2026-02-20 12:20:00,2026-02-20 12:40:00,2026-02-20 16:24:00,224
bkg_1307,course_main,2026-02-07,14:10,2,0,cart,0,18,completed,2026-02-07 14:00:00,2026-02-07 14:10:00,2026-02-07 18:10:00,240
bkg_1308,course_main,2025-12-26,09:20,4,1,push_cart,0,9,completed,2025-12-26 09:06:00,2025-12-26 09:20:00,2025-12-26 11:47:00,147
bkg_1309,course_main,2026-03-05,11:50,1,0,push_cart,0,9,completed,2026-03-05 11:25:00,2026-03-05 11:50:00,2026-03-05 14:25:00,155
bkg_1310,course_main,2026-01-21,16:00,3,0,walk,0,18,completed,2026-01-21 15:32:00,2026-01-21 16:00:00,2026-01-21 20:21:00,261
bkg_1311,course_main,2026-01-08,07:40,4,0,walk,1,18,completed,,,,
bkg_1312,course_main,2026-02-16,13:50,2,0,cart,0,18,completed,2026-02-16 13:28:00,2026-02-16 13:50:00,2026-02-16 17:40:00,230
bkg_1313,course_main,2026-02-03,15:20,3,1,cart,0,18,completed,2026-02-03 15:08:00,2026-02-03 15:20:00,2026-02-03 19:26:00,246
bkg_1314,course_main,2025-12-21,09:30,1,1,push_cart,0,9,completed,2025-12-21 09:15:00,2025-12-21 09:30:00,2025-12-21 11:59:00,149
bkg_1315,course_main,2026-03-01,11:00,1,0,push_cart,0,9,completed,2026-03-01 10:34:00,2026-03-01 11:00:00,2026-03-01 13:38:00,158
bkg_1316,course_main,2026-01-17,06:10,3,0,walk,0,18,completed,2026-01-17 05:41:00,2026-01-17 06:10:00,2026-01-17 10:37:00,267
bkg_1317,course_main,2026-01-03,08:40,4,0,walk,1,18,completed,,,,
bkg_1319,course_main,2026-01-29,15:20,3,1,cart,0,18,completed,2026-01-29 15:07:00,2026-01-29 15:20:00,2026-01-29 19:31:00,251
bkg_1320,course_main,2025-12-17,10:30,1,0,push_cart,0,9,completed,2025-12-17 10:14:00,2025-12-17 10:30:00,2025-12-17 12:44:00,134
bkg_1321,course_main,2026-01-21,16:00,3,0,walk,0,18,completed,2026-01-21 15:32:00,2026-01-21 16:00:00,2026-01-21 20:22:00,262
bkg_1322,course_main,2026-03-01,07:40,4,0,walk,1,18,completed,,,,
bkg_1323,course_main,2026-02-16,13:50,2,0,cart,0,18,completed,2026-02-16 13:28:00,2026-02-16 13:50:00,2026-02-16 17:40:00,230
bkg_1324,course_main,2026-01-03,15:20,3,1,cart,0,18,completed,2026-01-03 15:08:00,2026-01-03 15:20:00,2026-01-03 19:26:00,246
bkg_1325,course_main,2025-12-21,10:30,1,1,push_cart,0,9,completed,2025-12-21 10:15:00,2025-12-21 10:30:00,2025-12-21 13:00:00,150
bkg_1326,course_main,2026-01-30,11:00,1,0,push_cart,0,9,completed,2026-01-30 10:34:00,2026-01-30 11:00:00,2026-01-30 13:38:00,158
bkg_1327,course_main,2026-01-16,06:10,3,0,walk,0,18,completed,2026-01-16 05:41:00,2026-01-16 06:10:00,2026-01-16 10:37:00,267
bkg_1330,course_main,2026-01-29,15:20,3,1,cart,0,18,completed,2026-01-29 15:07:00,2026-01-29 15:20:00,2026-01-29 19:31:00,251
bkg_1331,course_main,2025-12-17,10:30,1,0,push_cart,0,9,completed,2025-12-17 10:14:00,2025-12-17 10:30:00,2025-12-17 13:02:00,152
bkg_1332,course_main,2026-02-25,12:00,2,0,push_cart,0,9,completed,2026-02-25 11:33:00,2026-02-25 12:00:00,2026-02-25 14:40:00,160
bkg_1333,course_main,2026-01-12,07:10,4,0,walk,0,18,completed,2026-01-12 06:40:00,2026-01-12 07:10:00,2026-01-12 11:42:00,272
bkg_1334,course_main,2025-12-30,08:40,4,0,walk,0,18,completed,,,,
bkg_1336,course_main,2026-01-25,16:20,3,1,cart,0,18,completed,2026-01-25 16:06:00,2026-01-25 16:20:00,2026-01-25 20:37:00,257
bkg_1337,course_main,2026-03-05,11:30,1,0,push_cart,0,9,completed,2026-03-05 11:13:00,2026-03-05 11:30:00,2026-03-05 14:05:00,155
bkg_1338,course_main,2026-02-20,12:00,2,0,push_cart,0,18,completed,2026-02-20 11:32:00,2026-02-20 12:00:00,2026-02-20 15:45:00,225
bkg_1339,course_main,2026-01-08,07:10,4,0,walk,0,18,completed,,,,
bkg_1340,course_main,2025-12-25,09:50,4,0,push_cart,0,9,completed,2025-12-25 09:28:00,2025-12-25 09:50:00,2025-12-25 12:17:00,147
